--------------------------------------------------
价格峰值分析分析周期(天):3
日期	距上次峰值交易日个数		距上次峰值自然日个数		局部高点/低点	浮动幅度%:	
1991/04/17	1	1	117.89	-0.4	
1991/04/18	1	1	117.45	-0.4	
1991/04/19	1	1	117.05	-0.3	
1991/04/22	1	3	116.58	-0.4	
1991/04/23	1	1	116.15	-0.4	
1991/04/24	1	1	115.7	-0.4	
1991/04/25	1	1	115.33	-0.3	
1991/04/26	1	1	116.31	0.8	
1991/04/26	0	0	114.52	-1.5	
1991/04/30	2	4	113.89	-0.6	
1991/05/02	1	2	113.03	-0.8	
1991/05/03	1	1	112.3	-0.6	
1991/05/06	1	3	111.57	-0.7	
1991/05/07	1	1	110.8	-0.7	
1991/05/08	1	1	110.0	-0.7	
1991/05/09	1	1	109.31	-0.6	
1991/05/10	1	1	108.53	-0.7	
1991/05/13	1	3	107.74	-0.7	
1991/05/14	1	1	107.06	-0.6	
1991/05/15	1	1	106.42	-0.6	
1991/05/16	1	1	105.69	-0.7	
1991/05/17	1	1	106.75	1.0	
1991/05/17	0	0	104.96	-1.7	
1991/05/20	1	3	107.82	2.7	
1991/05/21	1	1	108.89	1.0	
1991/05/22	1	1	109.82	0.9	
1991/05/22	0	0	108.11	-1.6	
1991/05/23	1	1	107.35	-0.7	
1991/05/24	1	1	110.08	2.5	
1991/05/27	1	3	111.07	0.9	
1991/05/27	0	0	109.47	-1.4	
1991/05/28	1	1	111.68	2.0	
1991/05/29	1	1	112.75	1.0	
1991/05/30	1	1	113.82	0.9	
1991/05/31	1	1	114.83	0.9	
1991/06/03	1	3	115.97	1.0	
1991/06/04	1	1	117.12	1.0	
1991/06/05	1	1	118.17	0.9	
1991/06/06	1	1	119.33	1.0	
1991/06/07	1	1	120.47	1.0	
1991/06/10	1	3	121.67	1.0	
1991/06/11	1	1	122.89	1.0	
1991/06/12	1	1	124.11	1.0	
1991/06/13	1	1	125.34	1.0	
1991/06/14	1	1	126.34	0.8	
1991/06/17	1	3	123.54	-2.2	
1991/06/18	1	1	127.03	2.8	
1991/06/19	1	1	128.29	1.0	
1991/06/20	1	1	129.57	1.0	
1991/06/21	1	1	130.86	1.0	
1991/06/21	0	0	128.81	-1.6	
1991/06/24	1	3	132.17	2.6	
1991/06/25	1	1	133.49	1.0	
1991/06/26	1	1	134.83	1.0	
1991/06/27	1	1	136.19	1.0	
1991/06/28	1	1	137.56	1.0	
1991/07/01	1	3	138.62	0.8	
1991/07/02	1	1	135.69	-2.1	
1991/07/03	1	1	134.98	-0.5	
1991/07/04	1	1	136.63	1.2	
1991/07/05	1	1	137.68	0.8	
1991/07/08	1	3	134.93	-2.0	
1991/07/09	1	1	136.57	1.2	
1991/07/09	0	0	134.31	-1.7	
1991/07/10	1	1	133.72	-0.4	
1991/07/12	2	2	132.42	-1.0	
1991/07/15	1	3	134.1	1.3	
1991/07/15	0	0	131.87	-1.7	
1991/07/16	1	1	134.47	2.0	
1991/07/17	1	1	135.81	1.0	
1991/07/18	1	1	137.17	1.0	
1991/07/19	1	1	138.54	1.0	
1991/07/23	2	4	139.39	0.6	
1991/07/24	1	1	140.74	1.0	
1991/07/25	1	1	141.01	0.2	
1991/07/26	1	1	141.46	0.3	
1991/07/26	0	0	139.27	-1.5	
1991/07/29	1	3	141.72	1.8	
1991/07/30	1	1	142.45	0.5	
1991/07/31	1	1	143.8	0.9	
1991/08/01	1	1	145.24	1.0	
1991/08/02	1	1	146.68	1.0	
1991/08/05	1	3	148.15	1.0	
1991/08/06	1	1	149.62	1.0	
1991/08/07	1	1	151.12	1.0	
1991/08/08	1	1	152.61	1.0	
1991/08/09	1	1	154.1	1.0	
1991/08/12	1	3	155.54	0.9	
1991/08/13	1	1	157.07	1.0	
1991/08/14	1	1	158.63	1.0	
1991/08/15	1	1	160.21	1.0	
1991/08/16	1	1	161.6	0.9	
1991/08/19	1	3	163.21	1.0	
1991/08/20	1	1	164.84	1.0	
1991/08/21	1	1	166.49	1.0	
1991/08/22	1	1	168.16	1.0	
1991/08/23	1	1	169.81	1.0	
1991/08/26	1	3	171.51	1.0	
1991/08/27	1	1	173.19	1.0	
1991/08/28	1	1	174.92	1.0	
1991/08/29	1	1	176.66	1.0	
1991/08/30	1	1	178.43	1.0	
1991/09/02	1	3	180.22	1.0	
1991/09/03	1	1	181.97	1.0	
1991/09/04	1	1	183.69	0.9	
1991/09/05	1	1	185.51	1.0	
1991/09/06	1	1	187.36	1.0	
1991/09/09	1	3	189.24	1.0	
1991/09/10	1	1	190.98	0.9	
1991/09/11	1	1	186.86	-2.2	
1991/09/12	1	1	187.4	0.3	
1991/09/12	0	0	186.07	-0.7	
1991/09/13	1	1	188.04	1.1	
1991/09/13	0	0	185.01	-1.6	
1991/09/16	1	3	189.66	2.5	
1991/09/17	1	1	191.18	0.8	
1991/09/18	1	1	187.18	-2.1	
1991/09/19	1	1	189.21	1.1	
1991/09/19	0	0	186.49	-1.4	
1991/09/20	1	1	185.66	-0.4	
1991/09/23	1	3	184.71	-0.5	
1991/09/25	2	2	182.8	-1.0	
1991/09/26	1	1	181.93	-0.5	
1991/09/27	1	1	183.89	1.1	
1991/09/27	0	0	181.19	-1.5	
1991/09/30	1	3	180.27	-0.5	
1991/10/03	1	3	182.48	1.2	
1991/10/03	0	0	179.8	-1.5	
1991/10/04	1	1	184.29	2.5	
1991/10/07	1	3	186.0	0.9	
1991/10/08	1	1	187.61	0.9	
1991/10/09	1	1	189.12	0.8	
1991/10/10	1	1	191.01	1.0	
1991/10/11	1	1	192.88	1.0	
1991/10/14	1	3	194.69	0.9	
1991/10/15	1	1	196.61	1.0	
1991/10/16	1	1	198.57	1.0	
1991/10/17	1	1	200.51	1.0	
1991/10/18	1	1	202.51	1.0	
1991/10/21	1	3	204.53	1.0	
1991/10/22	1	1	206.53	1.0	
1991/10/23	1	1	208.25	0.8	
1991/10/24	1	1	210.2	0.9	
1991/10/25	1	1	211.97	0.8	
1991/10/28	1	3	213.98	0.9	
1991/10/29	1	1	215.78	0.8	
1991/10/30	1	1	216.43	0.3	
1991/10/31	1	1	218.6	1.0	
1991/11/01	1	1	220.72	1.0	
1991/11/04	1	3	222.77	0.9	
1991/11/05	1	1	224.65	0.8	
1991/11/06	1	1	226.88	1.0	
1991/11/07	1	1	228.93	0.9	
1991/11/08	1	1	231.22	1.0	
1991/11/11	1	3	233.55	1.0	
1991/11/12	1	1	235.8	1.0	
1991/11/13	1	1	236.67	0.4	
1991/11/14	1	1	237.45	0.3	
1991/11/15	1	1	238.25	0.3	
1991/11/18	1	3	240.62	1.0	
1991/11/19	1	1	242.24	0.7	
1991/11/20	1	1	244.5	0.9	
1991/11/21	1	1	246.31	0.7	
1991/11/22	1	1	248.53	0.9	
1991/11/25	1	3	250.85	0.9	
1991/11/26	1	1	252.97	0.8	
1991/11/27	1	1	255.45	1.0	
1991/11/28	1	1	257.35	0.7	
1991/11/29	1	1	259.85	1.0	
1991/12/02	1	3	262.19	0.9	
1991/12/03	1	1	264.81	1.0	
1991/12/04	1	1	265.77	0.4	
1991/12/05	1	1	266.66	0.3	
1991/12/06	1	1	269.35	1.0	
1991/12/09	1	3	270.27	0.3	
1991/12/10	1	1	272.91	1.0	
1991/12/11	1	1	273.71	0.3	
1991/12/12	1	1	274.41	0.3	
1991/12/13	1	1	277.0	0.9	
1991/12/16	1	3	277.85	0.3	
1991/12/17	1	1	278.68	0.3	
1991/12/18	1	1	279.51	0.3	
1991/12/19	1	1	280.17	0.2	
1991/12/20	1	1	282.83	0.9	
1991/12/23	1	3	285.65	1.0	
1991/12/24	1	1	286.22	0.2	
1991/12/25	1	1	287.15	0.3	
1991/12/26	1	1	288.03	0.3	
1991/12/27	1	1	290.85	1.0	
1991/12/30	1	3	291.71	0.3	
1991/12/31	1	1	292.75	0.4	
1992/01/02	1	2	293.75	0.3	
1992/01/03	1	1	296.52	0.9	
1992/01/06	1	3	297.68	0.4	
1992/01/07	1	1	298.77	0.4	
1992/01/08	1	1	299.66	0.3	
1992/01/09	1	1	300.62	0.3	
1992/01/10	1	1	301.83	0.4	
1992/01/13	1	3	303.06	0.4	
1992/01/14	1	1	305.74	0.9	
1992/01/15	1	1	306.63	0.3	
1992/01/16	1	1	306.85	0.1	
1992/01/17	1	1	307.38	0.2	
1992/01/20	1	3	307.39	0.0	
1992/01/21	1	1	307.87	0.2	
1992/01/22	1	1	307.95	0.0	
1992/01/23	1	1	308.53	0.2	
1992/01/24	1	1	309.05	0.2	
1992/01/27	1	3	311.61	0.8	
1992/01/28	1	1	311.84	0.1	
1992/01/29	1	1	312.58	0.2	
1992/01/30	1	1	312.73	0.0	
1992/01/31	1	1	313.24	0.2	
1992/02/03	1	3	314.18	0.3	
1992/02/07	1	4	314.72	0.2	
1992/02/10	1	3	315.56	0.3	
1992/02/11	1	1	316.43	0.3	
1992/02/12	1	1	316.44	0.0	
1992/02/13	1	1	317.57	0.4	
1992/02/14	1	1	319.68	0.7	
1992/02/14	0	0	317.04	-0.8	
1992/02/17	1	3	319.77	0.9	
1992/02/18	1	1	339.16	6.1	
1992/02/19	1	1	342.41	1.0	
1992/02/20	1	1	348.01	1.6	
1992/02/21	1	1	359.93	3.4	
1992/02/24	1	3	361.62	0.5	
1992/02/25	1	1	357.07	-1.3	
1992/02/27	2	2	363.03	1.7	
1992/02/28	1	1	364.67	0.5	
1992/03/02	1	3	365.39	0.2	
1992/03/03	1	1	367.25	0.5	
1992/03/04	1	1	368.28	0.3	
1992/03/05	1	1	369.88	0.4	
1992/03/06	1	1	371.76	0.5	
1992/03/09	1	3	374.06	0.6	
1992/03/10	1	1	375.23	0.3	
1992/03/11	1	1	376.25	0.3	
1992/03/12	1	1	377.57	0.4	
1992/03/16	2	4	377.42	-0.0	
1992/03/17	1	1	377.84	0.1	
1992/03/18	1	1	378.32	0.1	
1992/03/19	1	1	376.21	-0.6	
1992/03/20	1	1	378.03	0.5	
1992/03/23	1	3	379.04	0.3	
1992/03/24	1	1	379.5	0.1	
1992/03/26	2	2	379.34	-0.0	
1992/03/26	0	0	377.64	-0.4	
1992/03/27	1	1	380.79	0.8	
1992/03/30	1	3	381.56	0.2	
1992/03/31	1	1	382.06	0.1	
1992/04/01	1	1	381.01	-0.3	
1992/04/06	3	5	382.08	0.3	
1992/04/07	1	1	382.1	0.0	
1992/04/08	1	1	382.59	0.1	
1992/04/09	1	1	382.88	0.1	
1992/04/09	0	0	381.65	-0.3	
1992/04/10	1	1	381.2	-0.1	
1992/04/13	1	3	392.28	2.9	
1992/04/14	1	1	400.61	2.1	
1992/04/15	1	1	406.72	1.5	
1992/04/16	1	1	410.61	1.0	
1992/04/17	1	1	414.42	0.9	
1992/04/20	1	3	420.99	1.6	
1992/04/21	1	1	421.55	0.1	
1992/04/21	0	0	402.89	-4.4	
1992/04/22	1	1	399.87	-0.7	
1992/04/23	1	1	394.6	-1.3	
1992/04/24	1	1	415.05	5.2	
1992/04/27	1	3	424.92	2.4	
1992/04/28	1	1	436.31	2.7	
1992/04/29	1	1	446.12	2.2	
1992/04/30	1	1	448.94	0.6	
1992/04/30	0	0	433.66	-3.4	
1992/05/04	1	4	456.24	5.2	
1992/05/05	1	1	439.96	-3.6	
1992/05/07	2	2	457.05	3.9	
1992/05/08	1	1	468.42	2.5	
1992/05/11	1	3	490.19	4.6	
1992/05/12	1	1	506.68	3.4	
1992/05/13	1	1	517.86	2.2	
1992/05/14	1	1	523.5	1.1	
1992/05/15	1	1	544.56	4.0	
1992/05/18	1	3	571.85	5.0	
1992/05/19	1	1	598.11	4.6	
1992/05/20	1	1	623.88	4.3	
1992/05/21	1	1	1334.98	114.0	
1992/05/22	1	1	1349.71	1.1	
1992/05/25	1	3	1428.79	5.9	
1992/05/26	1	1	1429.01	0.0	
1992/05/26	0	0	1291.0	-9.7	
1992/05/27	1	1	823.36	-36.2	
1992/05/29	2	2	1253.37	52.2	
1992/06/01	1	3	1129.28	-9.9	
1992/06/03	2	2	1033.47	-8.5	
1992/06/05	2	2	1143.07	10.6	
1992/06/08	1	3	1085.19	-5.1	
1992/06/09	1	1	1144.39	5.5	
1992/06/09	0	0	1079.65	-5.7	
1992/06/10	1	1	1206.51	11.8	
1992/06/12	2	2	1153.97	-4.4	
1992/06/15	1	3	1181.86	2.4	
1992/06/15	0	0	1152.69	-2.5	
1992/06/17	2	2	1186.59	2.9	
1992/06/18	1	1	1158.32	-2.4	
1992/06/22	2	4	1180.21	1.9	
1992/06/23	1	1	1154.62	-2.2	
1992/06/24	1	1	1144.46	-0.9	
1992/06/25	1	1	1160.23	1.4	
1992/06/26	1	1	1207.82	4.1	
1992/06/29	1	3	1156.68	-4.2	
1992/06/30	1	1	1193.16	3.2	
1992/07/01	1	1	1215.13	1.8	
1992/07/02	1	1	1179.86	-2.9	
1992/07/06	2	4	1215.24	3.0	
1992/07/08	2	2	1211.27	-0.3	
1992/07/08	0	0	1182.72	-2.4	
1992/07/09	1	1	1168.78	-1.2	
1992/07/10	1	1	1192.98	2.1	
1992/07/10	0	0	1166.45	-2.2	
1992/07/13	1	3	1198.9	2.8	
1992/07/13	0	0	1131.21	-5.6	
1992/07/14	1	1	1110.19	-1.9	
1992/07/15	1	1	1100.16	-0.9	
1992/07/16	1	1	1214.83	10.4	
1992/07/20	2	4	1094.81	-9.9	
1992/07/21	1	1	1079.75	-1.4	
1992/07/22	1	1	1034.91	-4.2	
1992/07/23	1	1	961.61	-7.1	
1992/07/24	1	1	1178.9	22.6	
1992/07/28	2	4	1102.02	-6.5	
1992/07/29	1	1	1047.03	-5.0	
1992/07/30	1	1	1043.79	-0.3	
1992/07/31	1	1	1032.54	-1.1	
1992/08/03	1	3	1060.36	2.7	
1992/08/03	0	0	1026.83	-3.2	
1992/08/04	1	1	1016.16	-1.0	
1992/08/05	1	1	1038.3	2.2	
1992/08/05	0	0	1011.66	-2.6	
1992/08/06	1	1	983.22	-2.8	
1992/08/10	2	4	1006.64	2.4	
1992/08/10	0	0	956.55	-5.0	
1992/08/11	1	1	797.6	-16.6	
1992/08/12	1	1	627.36	-21.3	
1992/08/13	1	1	890.06	41.9	
1992/08/14	1	1	900.51	1.2	
1992/08/17	1	3	940.76	4.5	
1992/08/18	1	1	999.69	6.3	
1992/08/19	1	1	888.23	-11.1	
1992/08/21	2	2	912.89	2.8	
1992/08/24	1	3	881.33	-3.5	
1992/08/25	1	1	848.05	-3.8	
1992/08/26	1	1	827.36	-2.4	
1992/08/27	1	1	880.02	6.4	
1992/08/28	1	1	825.01	-6.3	
1992/08/31	1	3	823.02	-0.2	
1992/09/01	1	1	807.37	-1.9	
1992/09/02	1	1	783.96	-2.9	
1992/09/03	1	1	742.74	-5.3	
1992/09/07	2	4	788.15	6.1	
1992/09/07	0	0	700.79	-11.1	
1992/09/08	1	1	595.42	-15.0	
1992/09/10	2	2	695.18	16.8	
1992/09/11	1	1	789.18	13.5	
1992/09/14	1	3	793.36	0.5	
1992/09/14	0	0	714.93	-9.9	
1992/09/15	1	1	694.32	-2.9	
1992/09/16	1	1	776.68	11.9	
1992/09/17	1	1	779.56	0.4	
1992/09/18	1	1	715.89	-8.2	
1992/09/22	2	4	716.23	0.0	
1992/09/23	1	1	708.5	-1.1	
1992/09/24	1	1	735.49	3.8	
1992/09/25	1	1	735.75	0.0	
1992/09/28	1	3	721.19	-2.0	
1992/09/29	1	1	707.82	-1.9	
1992/09/30	1	1	698.91	-1.3	
1992/10/05	1	5	668.9	-4.3	
1992/10/06	1	1	664.27	-0.7	
1992/10/08	2	2	640.22	-3.6	
1992/10/12	2	4	713.77	11.5	
1992/10/14	2	2	648.84	-9.1	
1992/10/16	2	2	668.57	3.0	
1992/10/19	1	3	632.4	-5.4	
1992/10/20	1	1	604.5	-4.4	
1992/10/21	1	1	577.23	-4.5	
1992/10/22	1	1	535.79	-7.2	
1992/10/23	1	1	524.07	-2.2	
1992/10/26	1	3	504.81	-3.7	
1992/10/27	1	1	448.28	-11.2	
1992/10/28	1	1	447.93	-0.1	
1992/10/29	1	1	484.51	8.2	
1992/10/30	1	1	507.25	4.7	
1992/11/02	1	3	508.81	0.3	
1992/11/02	0	0	465.55	-8.5	
1992/11/04	2	2	465.09	-0.1	
1992/11/05	1	1	457.03	-1.7	
1992/11/06	1	1	455.73	-0.3	
1992/11/09	1	3	424.68	-6.8	
1992/11/10	1	1	391.17	-7.9	
1992/11/11	1	1	388.32	-0.7	
1992/11/12	1	1	416.22	7.2	
1992/11/13	1	1	421.67	1.3	
1992/11/16	1	3	397.63	-5.7	
1992/11/17	1	1	386.85	-2.7	
1992/11/18	1	1	407.61	5.4	
1992/11/19	1	1	412.23	1.1	
1992/11/20	1	1	394.31	-4.3	
1992/11/23	1	3	410.57	4.1	
1992/11/24	1	1	448.44	9.2	
1992/11/25	1	1	571.63	27.5	
1992/11/26	1	1	752.32	31.6	
1992/11/27	1	1	490.54	-34.8	
1992/11/30	1	3	727.13	48.2	
1992/12/01	1	1	749.89	3.1	
1992/12/02	1	1	690.63	-7.9	
1992/12/03	1	1	826.06	19.6	
1992/12/04	1	1	841.02	1.8	
1992/12/07	1	3	757.34	-9.9	
1992/12/08	1	1	811.57	7.2	
1992/12/08	0	0	743.9	-8.3	
1992/12/09	1	1	661.66	-11.1	
1992/12/10	1	1	592.78	-10.4	
1992/12/11	1	1	735.62	24.1	
1992/12/14	1	3	748.19	1.7	
1992/12/16	2	2	663.17	-11.4	
1992/12/17	1	1	707.82	6.7	
1992/12/18	1	1	721.26	1.9	
1992/12/21	1	3	731.68	1.4	
1992/12/22	1	1	731.9	0.0	
1992/12/23	1	1	736.27	0.6	
1992/12/23	0	0	721.44	-2.0	
1992/12/24	1	1	758.59	5.1	
1992/12/25	1	1	781.36	3.0	
1992/12/28	1	3	756.89	-3.1	
1992/12/29	1	1	754.54	-0.3	
1992/12/30	1	1	777.43	3.0	
1992/12/31	1	1	784.03	0.8	
1992/12/31	0	0	765.41	-2.4	
1993/01/04	1	4	816.64	6.7	
1993/01/05	1	1	859.19	5.2	
1993/01/06	1	1	883.42	2.8	
1993/01/08	2	2	893.86	1.2	
1993/01/11	1	3	977.42	9.3	
1993/01/12	1	1	1028.43	5.2	
1993/01/13	1	1	973.3	-5.4	
1993/01/14	1	1	1088.6	11.8	
1993/01/15	1	1	1099.83	1.0	
1993/01/18	1	3	1052.8	-4.3	
1993/01/19	1	1	991.83	-5.8	
1993/01/20	1	1	984.74	-0.7	
1993/01/21	1	1	1077.82	9.5	
1993/01/22	1	1	1109.59	2.9	
1993/01/27	1	5	1162.44	4.8	
1993/01/28	1	1	1186.21	2.0	
1993/01/29	1	1	1198.48	1.0	
1993/01/29	0	0	1140.24	-4.9	
1993/02/01	1	3	1278.5	12.1	
1993/02/02	1	1	1325.24	3.7	
1993/02/03	1	1	1326.19	0.1	
1993/02/03	0	0	1265.7	-4.6	
1993/02/04	1	1	1371.58	8.4	
1993/02/05	1	1	1404.64	2.4	
1993/02/09	2	4	1483.52	5.6	
1993/02/10	1	1	1528.51	3.0	
1993/02/11	1	1	1364.67	-10.7	
1993/02/12	1	1	1352.27	-0.9	
1993/02/15	1	3	1536.82	13.6	
1993/02/16	1	1	1558.95	1.4	
1993/02/17	1	1	1502.88	-3.6	
1993/02/18	1	1	1538.61	2.4	
1993/02/18	0	0	1497.79	-2.7	
1993/02/19	1	1	1441.07	-3.8	
1993/02/22	1	3	1527.13	6.0	
1993/02/23	1	1	1346.15	-11.9	
1993/02/24	1	1	1196.47	-11.1	
1993/02/25	1	1	1421.35	18.8	
1993/02/26	1	1	1444.05	1.6	
1993/03/01	1	3	1199.73	-16.9	
1993/03/02	1	1	1186.34	-1.1	
1993/03/04	2	2	1131.29	-4.6	
1993/03/05	1	1	1026.18	-9.3	
1993/03/08	1	3	1325.49	29.2	
1993/03/09	1	1	1129.81	-14.8	
1993/03/10	1	1	1089.36	-3.6	
1993/03/11	1	1	1261.8	15.8	
1993/03/12	1	1	1286.07	1.9	
1993/03/15	1	3	1171.73	-8.9	
1993/03/16	1	1	1155.1	-1.4	
1993/03/17	1	1	1239.33	7.3	
1993/03/18	1	1	1171.43	-5.5	
1993/03/19	1	1	1207.56	3.1	
1993/03/22	1	3	1036.92	-14.1	
1993/03/23	1	1	958.42	-7.6	
1993/03/24	1	1	956.97	-0.2	
1993/03/25	1	1	913.74	-4.5	
1993/03/26	1	1	1039.76	13.8	
1993/03/29	1	3	1047.88	0.8	
1993/03/30	1	1	958.05	-8.6	
1993/03/31	1	1	918.4	-4.1	
1993/04/01	1	1	915.59	-0.3	
1993/04/02	1	1	968.05	5.7	
1993/04/05	1	3	924.49	-4.5	
1993/04/06	1	1	1064.87	15.2	
1993/04/07	1	1	1158.74	8.8	
1993/04/08	1	1	1237.07	6.8	
1993/04/09	1	1	1340.91	8.4	
1993/04/12	1	3	1195.57	-10.8	
1993/04/13	1	1	1297.84	8.6	
1993/04/14	1	1	1341.19	3.3	
1993/04/16	2	2	1211.83	-9.6	
1993/04/19	1	3	1185.76	-2.2	
1993/04/20	1	1	1257.1	6.0	
1993/04/21	1	1	1220.09	-2.9	
1993/04/22	1	1	1267.35	3.9	
1993/04/23	1	1	1295.76	2.2	
1993/04/26	1	3	1345.73	3.9	
1993/04/27	1	1	1391.42	3.4	
1993/04/28	1	1	1357.91	-2.4	
1993/04/29	1	1	1392.62	2.6	
1993/04/29	0	0	1348.38	-3.2	
1993/04/30	1	1	1336.59	-0.9	
1993/05/03	1	3	1380.5	3.3	
1993/05/04	1	1	1234.55	-10.6	
1993/05/05	1	1	1204.06	-2.5	
1993/05/06	1	1	1151.49	-4.4	
1993/05/10	2	4	1221.98	6.1	
1993/05/10	0	0	1110.94	-9.1	
1993/05/11	1	1	1107.66	-0.3	
1993/05/12	1	1	1160.51	4.8	
1993/05/13	1	1	1177.28	1.4	
1993/05/14	1	1	1201.44	2.1	
1993/05/17	1	3	1097.61	-8.6	
1993/05/19	2	2	1127.43	2.7	
1993/05/20	1	1	1175.2	4.2	
1993/05/21	1	1	1178.54	0.3	
1993/05/21	0	0	1133.2	-3.8	
1993/05/24	1	3	1024.69	-9.6	
1993/05/25	1	1	965.29	-5.8	
1993/05/27	2	2	942.21	-2.4	
1993/05/31	2	4	930.64	-1.2	
1993/06/01	1	1	859.48	-7.6	
1993/06/02	1	1	1081.2	25.8	
1993/06/03	1	1	1177.91	8.9	
1993/06/07	2	4	1068.84	-9.3	
1993/06/08	1	1	1101.69	3.1	
1993/06/09	1	1	1053.32	-4.4	
1993/06/10	1	1	1040.38	-1.2	
1993/06/11	1	1	1024.2	-1.6	
1993/06/14	1	3	990.16	-3.3	
1993/06/15	1	1	981.84	-0.8	
1993/06/16	1	1	1013.81	3.3	
1993/06/17	1	1	1016.23	0.2	
1993/06/18	1	1	989.21	-2.7	
1993/06/21	1	3	967.74	-2.2	
1993/06/23	2	2	991.21	2.4	
1993/06/24	1	1	993.8	0.3	
1993/06/24	0	0	974.17	-2.0	
1993/06/25	1	1	1041.22	6.9	
1993/06/29	2	4	1037.49	-0.4	
1993/06/30	1	1	1043.05	0.5	
1993/07/01	1	1	980.05	-6.0	
1993/07/05	2	4	946.87	-3.4	
1993/07/06	1	1	895.69	-5.4	
1993/07/07	1	1	869.65	-2.9	
1993/07/09	2	2	865.31	-0.5	
1993/07/12	1	3	828.55	-4.2	
1993/07/13	1	1	870.05	5.0	
1993/07/14	1	1	833.08	-4.2	
1993/07/15	1	1	830.61	-0.3	
1993/07/16	1	1	849.66	2.3	
1993/07/19	1	3	836.71	-1.5	
1993/07/20	1	1	803.22	-4.0	
1993/07/22	2	2	804.1	0.1	
1993/07/23	1	1	818.55	1.8	
1993/07/26	1	3	787.8	-3.8	
1993/07/27	1	1	777.73	-1.3	
1993/07/28	1	1	818.06	5.2	
1993/07/30	2	2	901.12	10.2	
1993/08/02	1	3	913.15	1.3	
1993/08/03	1	1	830.67	-9.0	
1993/08/04	1	1	855.86	3.0	
1993/08/04	0	0	823.0	-3.8	
1993/08/05	1	1	863.94	5.0	
1993/08/06	1	1	841.39	-2.6	
1993/08/09	1	3	887.45	5.5	
1993/08/10	1	1	911.77	2.7	
1993/08/10	0	0	861.19	-5.5	
1993/08/12	2	2	917.96	6.6	
1993/08/13	1	1	947.26	3.2	
1993/08/16	1	3	1023.87	8.1	
1993/08/17	1	1	1042.47	1.8	
1993/08/18	1	1	947.93	-9.1	
1993/08/19	1	1	944.47	-0.4	
1993/08/20	1	1	937.99	-0.7	
