¾®ºÅ	ÈÕÆÚ	¾®¶Î¶¥	¾®¶Îµ×
L8-22	197406	1202.4	1203
L8-2201	199304	1136	1137.6
L8-2201	199304	1138	1138.4
L8-2201	199304	1139.2	1140
L8-2201	199304	1140.4	1141
L8-2201	199304	1143	1143.4
L8-2201	199304	1143.8	1145
L8-2201	199304	1145.3	1146.2
L8-2201	199304	1147.4	1148
L8-2201	199304	1150.2	1152.4
L8-2201	199304	1153	1155
L8-2201	199304	1155.4	1157.6
L8-2201	199304	1158.5	1161.2
L8-2201	199304	1190.5	1192.4
L8-2201	199304	1193.9	1194.6
L8-2201	199304	1195.1	1198.2
L8-2201	200305	967.6	972
L8-2201	200305	996.4	1003.2
L8-2202	199304	1118.2	1123.1
L8-2202	199304	1123.4	1124.3
L8-2202	199304	1125	1126.3
L8-2202	199304	1126.6	1127.6
L8-2202	199304	1141.5	1142.9
L8-2202	199304	1141.9	1142.1
L8-2202	199304	1142	1142.2
L8-2202	199304	1143.5	1143.7
L8-2202	199304	1144	1144.2
L8-2202	199304	1144.4	1145.7
L8-2202	199304	1145	1145.2
L8-2202	199304	1145.1	1145.3
L8-2202	199304	1146.3	1147.3
L8-2202	199304	1146.7	1146.9
L8-2202	199304	1146.9	1147.1
L8-2202	199304	1147.7	1148.3
L8-2202	199304	1148	1148.2
L8-2202	199304	1150.9	1152.6
L8-2202	199304	1159.4	1160.4
L8-2202	199304	1160	1160.2
L8-2202	199304	1160.1	1160.3
L8-2202	199304	1160.9	1161.4
L8-2202	199304	1161.7	1164.2
L8-2202	199304	1162.4	1162.6
L8-2202	199304	1162.5	1162.7
L8-2202	199304	1162.9	1163.1
L8-2202	199304	1163	1163.2
L8-2202	199304	1163.5	1163.7
L8-2203	199303	1113.8	1115
L8-2203	199303	1115.4	1116.4
L8-2203	199303	1118.2	1119
L8-2203	199303	1119.8	1122.8
L8-2203	199303	1123.6	1124.2
L8-2203	199303	1125	1125.6
L8-2203	199303	1126	1128.6
L8-2203	199303	1131.2	1133.6
L8-2203	199303	1134	1136
L8-2203	199303	1138.6	1139.4
L8-2203	199303	1140.2	1141.7
L8-2203	199303	1142	1143.2
L8-2203	199303	1143.8	1144.7
L8-2203	199303	1145.8	1148
L8-2203	199303	1148.6	1149.5
L8-2203	199303	1149.8	1150.7
L8-2203	199303	1151	1153
L8-2203	199303	1186.3	1187.2
L8-2203	199303	1187.6	1188.4
L8-2203	199303	1189.7	1191.2
L8-2203	199303	1191.6	1193.6
L8-2203	199303	1194.4	1194.8
L8-221	197406	951	957.8
L8-221	197406	961.8	963.6
L8-221	197406	964.6	970.4
L8-221	197406	978.2	980.8
L8-221	197406	981.8	982.3
L8-221	197406	982.9	985.4
L8-221	197406	1012.4	1014.2
L8-221	197406	1017.4	1018.6
L8-221	197406	1044.8	1047.2
L8-221	197406	1048.2	1048.8
L8-221	197406	1049.4	1050.2
L8-221	197406	1051.3	1051.8
L8-221	197406	1052.4	1055.8
L8-221	197406	1061.9	1062.5
L8-221	197406	1072.9	1073.3
L8-221	197406	1075	1076.8
L8-221	197406	1077.3	1078.6
L8-221	197406	1079.9	1080.3
L8-221	197406	1081.5	1082.2
L8-221	197406	1090.2	1095.2
L8-221	197406	1095.6	1097
L8-221	197406	1101.3	1103.2
L8-221	197406	1105.8	1106.6
L8-221	197406	1111.1	1112.1
L8-221	197406	1113.1	1116.4
L8-221	197406	1119.6	1120.1
L8-221	197406	1121.1	1121.7
L8-221	197406	1125.3	1126.6
L8-221	197406	1130.2	1130.8
L8-221	197406	1131.5	1132.1
L8-221	197406	1136.8	1137.5
L8-221	197406	1138.7	1139.1
L8-221	197406	1139.5	1140
L8-221	197406	1141.6	1142.1
L8-221	197406	1147.9	1148.6
L8-221	197406	1150.3	1150.8
L8-221	197406	1151.2	1151.6
L8-221	197406	1152.5	1153.1
L8-221	197406	1156.5	1157.1
L8-221	197406	1159.5	1159.9
L8-221	197406	1163	1163.5
L8-221	197406	1164.6	1165
L8-221	197406	1166.1	1166.7
L8-221	197406	1168	1168.5
L8-221	197406	1168.9	1169.3
L8-221	197406	1169.9	1170.3
L8-221	197406	1171.4	1172.4
L8-221	197406	1174.6	1176.1
L8-221	197406	1178.8	1179.8
L8-221	197406	1181.2	1184.4
L8-221	197406	1185.2	1186.6
L8-221	197406	1191.2	1193
L8-221	197406	1194.4	1195.1
L8-2211	199304	1133.1	1135.5
L8-2211	199304	1137.6	1138.5
L8-2211	199304	1138.2	1138.4
L8-2211	199304	1139.1	1143
L8-2211	199304	1139.4	1139.6
L8-2211	199304	1140	1140.2
L8-2211	199304	1140.1	1140.3
L8-2211	199304	1140.5	1140.7
L8-2211	199304	1141.5	1141.7
L8-2211	199304	1142.7	1142.9
L8-2211	199304	1143.5	1145
L8-2211	199304	1144.7	1144.9
L8-2211	199304	1145.3	1147
L8-2211	199304	1146.3	1146.5
L8-2211	199304	1149.3	1150
L8-2211	199304	1149.7	1149.9
L8-2211	199304	1150.8	1152.4
L8-2211	199304	1151.6	1151.8
L8-2211	199304	1152.1	1152.3
L8-2211	199304	1152.8	1153.7
L8-2211	199304	1153.4	1153.6
L8-2211	199304	1154.1	1154.8
L8-2211	199304	1154.5	1154.7
L8-2211	199304	1155.3	1156
L8-2211	199304	1155.7	1155.9
L8-2211	199304	1158.4	1160.5
L8-2211	199304	1164.6	1167.1
L8-2211	199304	1167.6	1168.1
L8-2211	199304	1169	1169.4
L8-2211	199304	1169.8	1171.8
L8-2211	199304	1173.4	1176.2
L8-2211	199304	1179	1182.2
L8-2212	199304	1022.8	1024.4
L8-2212	199304	1029.4	1029.8
L8-2212	199304	1030.3	1030.7
L8-2212	199304	1060.6	1062.1
L8-2212	199304	1065.9	1067.6
L8-2212	199304	1066.6	1066.8
L8-2212	199304	1066.7	1066.9
L8-2212	199304	1066.8	1067
L8-2212	199304	1071.6	1071.9
L8-2212	199304	1072.8	1074.8
L8-2212	199304	1073.3	1073.5
L8-2212	199304	1073.4	1073.6
L8-2212	199304	1073.9	1074.1
L8-2212	199304	1074	1074.2
L8-2212	199304	1111.8	1115.6
L8-2212	199304	1112	1112.2
L8-2212	199304	1113.1	1113.3
L8-2212	199304	1113.2	1113.4
L8-2212	199304	1113.3	1113.5
L8-2212	199304	1114.3	1114.5
L8-2212	199304	1114.7	1114.9
L8-2212	199304	1114.8	1115
L8-2212	199304	1116.1	1116.8
L8-2212	199304	1116.5	1116.7
L8-2215	198204	1021.3	1021.7
L8-2215	198204	1022.1	1024
L8-2215	198204	1025.5	1027.6
L8-2215	199805	1027.6	1039
L8-2217	198404	1043.9	1047.4
L8-2217	198404	1051.3	1052.3
L8-2217	198404	1055	1057.2
L8-2217	198404	1059	1061
L8-2217	198404	1074.6	1080.1
L8-2217	198404	1081.6	1083.4
L8-2217	198404	1084.8	1086.4
L8-2217	198404	1087	1087.8
L8-2217	198404	1091.2	1098.8
L8-2218	198404	1130.8	1134.4
L8-2218	198404	1135.2	1135.8
L8-2218	198404	1137	1137.6
L8-2218	198404	1139.4	1140
L8-2218	198404	1141.8	1142.4
L8-2218	198404	1144.6	1148.8
L8-2218	198404	1149.2	1150
L8-2218	198404	1151.5	1153.8
L8-2218	198404	1156.4	1157
L8-2218	198404	1159	1159.8
L8-2218	198404	1161.5	1163
L8-2218	198404	1165.2	1166
L8-2218	198404	1168.4	1170.4
L8-2218	198404	1171.2	1174.4
L8-2218	198404	1174.8	1176.4
L8-2218	198404	1178	1179.2
L8-2218	198404	1182.4	1183.2
L8-2218	198404	1185.8	1187
L8-2218	198404	1187.6	1188.6
L8-2218	198404	1190.4	1192.5
L8-2218	198404	1194.4	1195.6
L8-2218	198404	1196	1197.4
L8-2277	198408	1031	1036.6
L8-2277	198408	1039.6	1040.8
L8-2277	198408	1043.7	1044.3
L8-2277	198408	1056	1058.8
L8-2277	198408	1060.3	1061.6
L8-2277	198408	1065	1065.8
L8-2277	198408	1071.8	1080.6
L8-2288	198404	1095.4	1097.3
L8-2288	198404	1098.1	1098.7
L8-2288	198404	1101.7	1102.1
L8-2288	198404	1103.1	1103.7
L8-2288	198404	1104.4	1105.2
L8-2288	198404	1106.3	1106.9
L8-2288	198404	1107.6	1112.2
L8-2288	198404	1118	1120.2
L8-2288	198404	1121	1122.7
L8-2288	198404	1126.4	1128.2
L8-2288	198404	1132.4	1133.6
L8-2288	198404	1135.7	1136.1
L8-2288	198404	1137.2	1138.2
L8-2288	198404	1138.8	1139.8
L8-2288	198404	1143.6	1145.8
L8-2288	198404	1147.3	1148
L8-2288	198404	1148.6	1149.4
L8-2288	198404	1151.3	1151.7
L8-2288	198404	1158.2	1160.2
L8-2288	198404	1161.6	1162.6
L8-2288	198404	1164	1165
L8-2288	198404	1166.4	1167
L8-2288	198404	1168	1169
L8-2288	198404	1172.2	1173.4
L8-2288	198404	1174.1	1176.2
L8-2288	198404	1178	1181.4
L8-2288	198404	1181.9	1182.5
L8-2288	198404	1186.8	1188.2
L8-2288	198404	1188.8	1190.2
L8-2288	198404	1190.8	1193.6
L8-F212	199706	964.5	968.2
L8-F212	199706	969.3	970
L8-F212	199706	974	975.4
L8-F212	199706	991.5	992
L8-F212	199706	994.2	1003.4
L8-F212	199706	1003.8	1008.3
L8-F212	199706	1009	1009.5
L8-F212	199706	1009.8	1015.2
L8-P191	199512	1023.8	1026
L8-P191	199512	1026.8	1040.2
L8-P1915	199512	1034.6	1044.7
L8-P192	199512	1016.5	1018.6
L8-P192	199512	1021.8	1022.6
L8-P192	199512	1023	1035.6
L8-P1925	199512	1022	1022.8
L8-P1925	199512	1029	1029.4
L8-P1925	199512	1029.9	1041
L8-P1935	199512	1007	1008.4
L8-P1935	199512	1014.2	1026.8
L8-P1955	199511	1008.8	1011.2
L8-P1955	199511	1012.4	1014.2
L8-P1955	199511	1014.8	1024.2
L8-P2015	199512	1020	1023.6
L8-P2015	199512	1024.7	1041
L8-P202	199512	1021.4	1025
L8-P202	199512	1025.5	1035.2
L8-P2025	199511	1019.8	1021.6
L8-P2025	199511	1023.6	1027.4
L8-P2025	199511	1029.2	1041.2
L8-P2035	199512	1015.9	1016.3
L8-P2035	199512	1017	1028.6
L8-P2055	199512	1013.4	1026.5
L8-P211	199512	1021.4	1028.1
L8-P211	199610	1028.1	1040.7
L8-P2115	199511	1024.9	1026.5
L8-P2115	199511	1030	1042.8
L8-P2115	199511	1044	1045.7
L8-P212	199512	1025	1028.4
L8-P212	199512	1029.7	1038.8
L8-P2125	199512	1025.6	1028
L8-P2125	199512	1032.6	1033.9
L8-P2125	199512	1034.2	1036.4
L8-P2125	199512	1038.2	1047.2
L8-P2135	199511	1012.6	1013.1
L8-P2135	199511	1017.3	1019
L8-P2135	199511	1019.8	1037.6
L8-P2155	199511	1016.4	1038.3
L8-P2215	199509	1032.6	1038
L8-P2215	199509	1042	1044
L8-P2215	199603	1038	1042
L8-P2215	199603	1044	1052.6
L8-P2255	199509	1017.3	1017.8
L8-P2255	199509	1018.3	1020.8
L8-P2255	199509	1021.3	1021.8
L8-P2255	199509	1022.2	1036.7
L8-SP21	199512	1028.4	1041.5
L9-1828	198505	1174	1175
L9-1828	198505	1189.4	1195.4
L9-1828	198505	1201.6	1202.8
L9-1828	198505	1208.4	1209.4
L9-19	197404	1043.9	1044.5
L9-19	197404	1046.8	1048.2
L9-19	197404	1049.7	1056.2
L9-19	197404	1057.7	1062.2
L9-190	197405	958.4	963.2
L9-190	197405	964.7	965.3
L9-190	197405	968.9	969.5
L9-190	197405	970.2	973.3
L9-190	197405	973.8	975.6
L9-190	197405	990.2	992.2
L9-190	197405	993	996
L9-190	197405	996.4	998.6
L9-190	197405	1000.3	1000.9
L9-190	197405	1003.4	1007.6
L9-190	197405	1012.1	1012.8
L9-190	197405	1016.2	1024.9
L9-190	197405	1029.9	1030.9
L9-190	197405	1063.5	1064.2
L9-190	197405	1070.6	1071.2
L9-190	197405	1071.6	1073.6
L9-190	197405	1074.3	1074.7
L9-190	197405	1076.9	1084.4
L9-190	197405	1084.8	1085.4
L9-190	197405	1086.4	1087.2
L9-190	197405	1090.2	1090.8
L9-190	197405	1091.2	1092.9
L9-190	197405	1093.8	1094.2
L9-190	197405	1097.2	1097.6
L9-190	197405	1108	1109
L9-190	197405	1111.1	1111.7
L9-190	197405	1113.1	1113.7
L9-190	197405	1114.5	1115.6
L9-190	197405	1117.7	1118.1
L9-190	197405	1123.1	1123.6
L9-190	197405	1124.7	1125.1
L9-190	197405	1127.1	1127.5
L9-190	197405	1128.3	1128.7
L9-190	197405	1130.9	1131.5
L9-190	197405	1131.9	1133.5
L9-190	197405	1135.4	1136.8
L9-190	197405	1137.3	1138.4
L9-190	197405	1139.5	1140.1
L9-190	197405	1141.2	1142.1
L9-190	197405	1145.3	1145.9
L9-190	197405	1146.4	1147
L9-190	197405	1148.2	1149.4
L9-190	197405	1150	1150.5
L9-190	197405	1153	1154
L9-190	197405	1157	1160.8
L9-190	197405	1164.8	1167.8
L9-190	197405	1170.7	1171.9
L9-190	197405	1173.4	1173.9
L9-190	197405	1184.4	1185
L9-190	197405	1185.7	1186.7
L9-190	197405	1187.2	1187.8
L9-190	197405	1188.3	1189.3
L9-190	197405	1190.9	1191.5
L9-190	197405	1192.3	1192.9
L9-1901	199212	1109.7	1110.3
L9-1901	199212	1111.6	1113.3
L9-1901	199212	1114	1116
L9-1901	199212	1116.8	1117.6
L9-1901	199212	1140.8	1143
L9-1901	199212	1159.8	1160.2
L9-1901	199212	1160.6	1161.8
L9-1901	199212	1162.2	1163.5
L9-1902	199212	964.5	965
L9-1902	199212	967.6	968.3
L9-1902	199212	969.4	969.8
L9-1902	199212	982.1	984
L9-1902	199212	986	988.4
L9-1902	199212	1043.2	1044
L9-1902	199212	1044.8	1045.4
L9-1902	199212	1045.8	1046.6
L9-1902	199212	1105.3	1108.7
L9-1902	199212	1109.3	1109.7
L9-1902	199212	1110.2	1110.8
L9-1905	198811	1040.4	1043.2
L9-1905	198811	1045.5	1055
L9-191	197405	979.4	980.4
L9-191	197405	987.4	992.1
L9-191	197405	995.1	995.5
L9-191	197405	996	996.5
L9-191	197405	997.3	997.7
L9-191	197405	999.2	1001.8
L9-191	197405	1007.3	1007.9
L9-191	197405	1011.4	1014
L9-191	197405	1014.7	1015.2
L9-191	197405	1022.4	1025.4
L9-191	197405	1031.5	1032.6
L9-191	197405	1038.7	1039.3
L9-191	197405	1041.9	1042.3
L9-191	197405	1045.6	1057.2
L9-191	197405	1058.1	1061.8
L9-191	197405	1087.5	1087.9
L9-191	197405	1088.9	1091.6
L9-191	197405	1094.2	1095.4
L9-191	197405	1096.8	1098.4
L9-191	197405	1100.3	1101
L9-191	197405	1101.9	1102.3
L9-191	197405	1102.8	1108
L9-191	197405	1109.3	1110.7
L9-191	197405	1113.8	1114.4
L9-191	197405	1124.3	1124.7
L9-191	197405	1139.2	1139.7
L9-191	197405	1141.1	1144.4
L9-191	197405	1147.7	1148.3
L9-191	197405	1151.1	1151.7
L9-191	197405	1153.2	1157
L9-191	197405	1160	1160.5
L9-191	197405	1165	1165.8
L9-191	197405	1166.8	1168.8
L9-191	197405	1169.9	1170.3
L9-191	197405	1170.8	1172
L9-191	197405	1174.6	1175.4
L9-191	197405	1176	1176.5
L9-191	197405	1186	1187.1
L9-191	197405	1188.6	1189.1
L9-191	197405	1190.5	1191.1
L9-191	197405	1194.5	1197.2
L9-1911	199303	1157.1	1158.5
L9-1911	199303	1157.6	1157.8
L9-1911	199303	1158.2	1158.4
L9-1911	199303	1158.7	1161.3
L9-1911	199303	1159.4	1159.6
L9-1911	199303	1159.5	1159.7
L9-1911	199303	1160	1160.2
L9-1911	199303	1161	1161.2
L9-1911	199303	1172.6	1173.1
L9-1911	199303	1174.8	1175.3
L9-1911	199303	1175.7	1180.1
L9-1911	199303	1182	1183.8
L9-1911	199303	1184.3	1185.6
L9-1911	199303	1189.2	1192
L9-1912	199212	969.4	975
L9-1912	199212	979	980.7
L9-1917	198408	1089.6	1091.6
L9-1917	198408	1101.2	1101.8
L9-1917	198408	1104.8	1105.4
L9-1917	198408	1105.8	1107.6
L9-1917	198408	1109.9	1110.5
L9-1917	198408	1111.7	1112.3
L9-1917	198408	1115.9	1116.5
L9-1917	198408	1121	1121.8
L9-1918	198408	1168.9	1169.5
L9-1918	198408	1174	1174.7
L9-1918	198408	1178.6	1180.4
L9-1918	198408	1181.1	1181.5
L9-1918	198408	1188.6	1189.3
L9-1918	198408	1190.2	1191.8
L9-1918	198408	1193	1194
L9-192	197404	983.2	986.7
L9-192	197404	994.4	996.8
L9-192	197404	998.7	1000.5
L9-192	197404	1011.9	1012.7
L9-192	197404	1035.4	1036.1
L9-192	197404	1041.8	1043.3
L9-192	197404	1044.6	1052.3
L9-192	197404	1053.9	1054.4
L9-192	197404	1054.9	1055.5
L9-192	197404	1093	1094.4
L9-192	197404	1097.2	1098.2
L9-192	197404	1099.6	1104.2
L9-192	197404	1104.6	1109
L9-192	197404	1109.6	1111
L9-192	197404	1115.7	1117.6
L9-192	197404	1120.9	1121.5
L9-192	197404	1127.8	1128.4
L9-192	197404	1132.8	1134
L9-192	197404	1135.4	1137
L9-192	197404	1137.8	1143.4
L9-192	197404	1145.4	1146.5
L9-192	197404	1151.8	1152.3
L9-192	197404	1153.2	1156
L9-192	197404	1159.4	1159.9
L9-192	197404	1161.7	1162.2
L9-192	197404	1162.7	1163.3
L9-192	197404	1170.6	1171.1
L9-192	197404	1171.9	1172.9
L9-192	197404	1175.9	1176.3
L9-192	197404	1177	1177.5
L9-192	197404	1179.8	1183.4
L9-192	197404	1184.7	1185.1
L9-192	197404	1188.3	1190.6
L9-192	197404	1191.1	1191.5
L9-192	197404	1191.9	1192.3
L9-192	197404	1194.8	1195.4
L9-192	197404	1196	1196.6
L9-192	197404	1197.9	1198.5
L9-192	197404	1200.4	1200.9
L9-192	197404	1203.2	1203.8
L9-1921	199302	1149.6	1156.8
L9-1921	199302	1162.2	1163.8
L9-1921	199302	1165.1	1165.5
L9-1921	199302	1166	1166.8
L9-1921	199302	1176.6	1178.2
L9-1921	199302	1180.3	1181.6
L9-1921	199302	1182.2	1182.6
L9-1921	199302	1182.9	1183.4
L9-1921	199302	1184.4	1185.4
L9-1921	199302	1188.3	1189.1
L9-1921	199302	1189.6	1192.6
L9-1921	199302	1193.2	1193.8
L9-1921	199302	1195.3	1197
L9-1922	199212	1008.5	1008.9
L9-1922	199212	1009.6	1011
L9-1922	199212	1025.2	1028.6
L9-1922	199212	1042.6	1047.6
L9-1922	199212	1051.9	1052.6
L9-1922	199212	1130.8	1133.2
L9-1922	199212	1136.6	1138.9
L9-1922	199212	1139.2	1140
L9-1927	198409	1087.8	1088.3
L9-1927	198409	1089.6	1090.2
L9-1927	198409	1092.4	1095.8
L9-1927	198409	1099	1107.6
L9-1927	198409	1112	1114.2
L9-1927	198409	1115.2	1117.6
L9-1928	198409	1150.7	1151.3
L9-1928	198409	1153.6	1155
L9-1928	198409	1171	1171.5
L9-1928	198409	1173	1174.6
L9-1928	198409	1179.3	1179.9
L9-1928	198409	1182.8	1184.6
L9-1928	198409	1187.4	1188.2
L9-1928	198409	1188.7	1189.3
L9-1928	198409	1191.6	1193.6
L9-1928	198409	1194.2	1196.1
L9-1928	198409	1197.1	1197.7
L9-1928	198409	1199.2	1199.8
L9-1928	198409	1200.6	1201.3
L9-1928	198409	1207.5	1208.1
L9-1928	198409	1214.8	1215.5
L9-193	197405	953.6	955.2
L9-193	197405	957.3	961.2
L9-193	197405	961.7	962.1
L9-193	197405	962.7	963.3
L9-193	197405	968	969
L9-193	197405	969.6	972
L9-193	197405	987.8	990.8
L9-193	197405	991.4	995.6
L9-193	197405	999.2	1006
L9-193	197405	1014.8	1018
L9-193	197405	1021.1	1021.7
L9-193	197405	1028.7	1030.7
L9-193	197405	1067.6	1069.2
L9-193	197405	1069.7	1074
L9-193	197405	1075.2	1078.8
L9-193	197405	1080	1081.6
L9-193	197405	1083.6	1084.3
L9-193	197405	1085.7	1086.1
L9-193	197405	1092.2	1092.8
L9-193	197405	1104.2	1108.8
L9-193	197405	1109.2	1110.4
L9-193	197405	1111.9	1112.8
L9-193	197405	1115.1	1115.7
L9-193	197405	1116.3	1116.9
L9-193	197405	1131.8	1132.8
L9-193	197405	1133.4	1134.2
L9-193	197405	1135.2	1138.2
L9-193	197405	1140.9	1141.5
L9-193	197405	1143.1	1144.3
L9-193	197405	1145.1	1146.5
L9-193	197405	1148.2	1149
L9-193	197405	1149.5	1149.9
L9-193	197405	1153.2	1153.7
L9-193	197405	1157.9	1158.5
L9-193	197405	1159	1160.3
L9-193	197405	1162.8	1164.5
L9-193	197405	1165.2	1165.8
L9-193	197405	1170.2	1171
L9-193	197405	1173.3	1173.7
L9-193	197405	1175	1176.5
L9-193	197405	1177.5	1179
L9-193	197405	1186.1	1186.5
L9-193	197405	1187.3	1187.7
L9-193	197405	1188.7	1189.2
L9-193	197405	1189.8	1193.4
L9-1931	199212	1108	1108.7
L9-1931	199212	1110	1110.8
L9-1931	199212	1111.6	1112.2
L9-1931	199212	1113.1	1114.1
L9-1931	199212	1129	1130.9
L9-1931	199212	1131.9	1132.6
L9-1931	199212	1139.9	1141.4
L9-1931	199212	1143.8	1144.4
L9-1931	199212	1145.4	1146.4
L9-1931	199212	1157.4	1157.8
L9-1931	199212	1158.2	1158.8
L9-1931	199212	1159.2	1159.6
L9-1931	199212	1160.4	1161
L9-1931	199212	1161.5	1161.9
L9-1931	199212	1165	1167.8
L9-1931	199212	1168.3	1172
L9-1931	199212	1172.7	1174.5
L9-1931	199212	1174.8	1177
L9-1931	199212	1181.1	1181.5
L9-1931	199212	1182	1183.1
L9-1931	199212	1184.1	1184.7
L9-1932	199212	995.5	996
L9-1932	199212	998.7	999.1
L9-1932	199212	1002.8	1003.5
L9-1932	199212	1006.1	1006.6
L9-1932	199212	1008.2	1008.6
L9-1932	199212	1022	1024.1
L9-1932	199212	1024.5	1026.2
L9-1932	199212	1041.6	1042.6
L9-1932	199212	1043	1043.6
L9-1932	199212	1044.3	1044.8
L9-1932	199212	1099.5	1100.2
L9-1932	199212	1107.5	1108.7
L9-1932	199212	1111.6	1112.4
L9-1937	199212	1061.2	1065.2
L9-1937	199212	1082.5	1086.2
L9-1937	199212	1087.8	1089
L9-1937	199212	1091.6	1092.4
L9-1937	199212	1097	1099
L9-1938	198408	1114.7	1115.3
L9-1938	198408	1117.2	1118.4
L9-1938	198408	1126.4	1127.2
L9-1938	198408	1130.4	1132
L9-1938	198408	1132.8	1135.2
L9-1938	198408	1145.8	1147.8
L9-1938	198408	1149.7	1150.2
L9-1938	198408	1151.1	1153.3
L9-1938	198408	1155.6	1157.2
L9-1938	198408	1158.9	1159.6
L9-1938	198408	1161	1162.2
L9-1938	198408	1162.9	1163.5
L9-1938	198408	1167	1168.2
L9-1938	198408	1169.3	1170.2
L9-1938	198408	1171.6	1172.2
L9-1938	198408	1176.2	1177.8
L9-1938	198408	1178.2	1179.1
L9-1938	198408	1182	1183
L9-1938	198408	1183.4	1184
L9-1938	198408	1185	1185.8
L9-1938	198408	1188.8	1191.8
L9-1938	198408	1194.7	1195.8
L9-1938	198408	1196.4	1198.2
L9-1938	198408	1199.1	1200.4
L9-1938	198408	1201.6	1205.4
L9-1938	198408	1207.2	1208
L9-1977	198408	1063.4	1066
L9-1977	198408	1079.4	1080.4
L9-1977	198408	1084	1086.8
L9-1977	198408	1089.9	1090.5
L9-1977	198408	1091	1092.6
L9-1977	198408	1095	1095.6
L9-1988	198409	1108.6	1109.2
L9-1988	198409	1116.7	1117.3
L9-1988	198409	1124.5	1125.1
L9-1988	198409	1125.8	1126.7
L9-1988	198409	1135.8	1137.1
L9-1988	198409	1145	1146.4
L9-1988	198409	1153.6	1154.5
L9-1988	198409	1155.7	1156.3
L9-1988	198409	1164	1165.4
L9-1988	198409	1170.1	1170.7
L9-1988	198409	1175.9	1176.5
L9-1988	198409	1178.7	1179.3
L9-1988	198409	1183	1184
L9-1988	198409	1185.5	1186.1
L9-1988	198409	1196.6	1197.6
L9-1988	198409	1200.8	1201.8
L9-20	197404	954.4	957.7
L9-20	197404	960.2	962.6
L9-20	197404	963.5	964.3
L9-20	197404	964.7	965.7
L9-20	197404	966.3	968.6
L9-20	197404	985.2	987.2
L9-20	197404	988.9	989.5
L9-20	197404	993.5	993.9
L9-20	197404	994.4	997.4
L9-20	197404	999.3	1002.7
L9-20	197404	1006.4	1008
L9-20	197404	1008.9	1011.2
L9-20	197404	1012.7	1016.6
L9-20	197404	1026	1027
L9-20	197404	1030.7	1033.5
L9-20	197404	1034.3	1034.7
L9-20	197404	1037.4	1045
L9-20	197404	1046.5	1051.4
L9-20	197404	1053	1060.4
L9-20	197404	1061.7	1062.3
L9-20	197404	1066	1066.5
L9-20	197404	1072.1	1073.6
L9-20	197404	1074.5	1075
L9-20	197404	1078.2	1078.6
L9-20	197404	1079.8	1080.4
L9-20	197404	1088.3	1089.6
L9-20	197404	1092	1092.7
L9-20	197404	1093.6	1094.2
L9-20	197404	1097.2	1097.7
L9-20	197404	1104	1104.4
L9-20	197404	1106.3	1106.9
L9-20	197404	1109.2	1110
L9-20	197404	1111.5	1112.9
L9-20	197404	1114.2	1123.4
L9-20	197404	1125.4	1127
L9-20	197404	1127.8	1128.2
L9-20	197404	1129.4	1129.9
L9-20	197404	1131	1132.3
L9-20	197404	1132.9	1134.8
L9-20	197404	1135.6	1136.3
L9-20	197404	1137.5	1138
L9-20	197404	1143.7	1144.3
L9-20	197404	1144.9	1145.3
L9-20	197404	1145.7	1147.2
L9-20	197404	1148.2	1149.7
L9-20	197404	1152.2	1152.6
L9-20	197404	1153.7	1155.1
L9-20	197404	1156.9	1159
L9-20	197404	1160.1	1160.8
L9-20	197404	1161.6	1162.6
L9-20	197404	1163.3	1165.6
L9-20	197404	1167	1167.8
L9-20	197404	1172.1	1172.5
L9-20	197404	1172.9	1173.3
L9-20	197404	1174.1	1175.7
L9-20	197404	1176.3	1176.7
L9-20	197404	1177.5	1177.9
L9-20	197404	1178.5	1179.2
L9-20	197404	1179.6	1180.5
L9-20	197404	1181.5	1182.2
L9-20	197404	1182.6	1183.1
L9-20	197404	1185.7	1186.2
L9-20	197404	1187.9	1188.4
L9-20	197404	1189.4	1189.9
L9-20	197404	1192.1	1192.6
L9-2001	199302	1104.4	1105.7
L9-2001	199302	1106.1	1106.7
L9-2001	199302	1107.2	1107.9
L9-2001	199302	1109.4	1112.4
L9-2001	199302	1140.6	1141.6
L9-2001	199302	1142.3	1143.6
L9-2001	199302	1162	1163.4
L9-2001	199302	1172.2	1173.3
L9-2001	199302	1173	1173.2
L9-2001	199302	1174.6	1176
L9-2001	199302	1175	1175.2
L9-2001	199302	1175.7	1175.9
L9-2001	199302	1176.5	1177.1
L9-2001	199302	1178.1	1178.4
L9-2001	199302	1179.1	1179.5
L9-2001	199302	1180.8	1181.2
L9-2001	199302	1183.1	1183.5
L9-2001	199302	1184.1	1184.8
L9-2001	199302	1184.3	1185.9
L9-2001	199302	1185.6	1185.8
L9-2002	199212	987.8	989.4
L9-2002	199212	990	990.4
L9-2002	199212	991.8	992.2
L9-2002	199212	1042	1043.5
L9-2002	199212	1088.4	1093.2
L9-2002	199212	1103.2	1107.5
L9-2002	199212	1108.4	1112.8
L9-2002	199212	1113.6	1114.5
L9-2002	199212	1116.2	1118.4
L9-201	197406	980.3	984
L9-201	197406	992	997
L9-201	197406	998.3	999.4
L9-201	197406	999.8	1009.4
L9-201	197406	1015.2	1019.6
L9-201	197406	1023.1	1023.6
L9-201	197406	1034.6	1036.6
L9-201	197406	1040.7	1041.2
L9-201	197406	1044	1046.4
L9-201	197406	1050.5	1051.9
L9-201	197406	1053.7	1054.2
