¾®ºÅ	ÈÕÆÚ	¾®¶Î¶¥	¾®¶Îµ×
L8-1838	198408	1101.7	1102.3
L8-1838	198408	1108.8	1112.2
L8-1838	198408	1114	1114.8
L8-1838	198408	1117.2	1118.4
L8-1838	198408	1119	1120.5
L8-1838	198408	1124.2	1125.6
L8-1838	198408	1126	1127.4
L8-1838	198408	1128.8	1129.6
L8-1838	198408	1137.6	1141.4
L8-1838	198408	1155.7	1156.3
L8-1838	198408	1157	1160.4
L8-1838	198408	1161	1162.4
L8-1838	198408	1165.4	1166.1
L8-1838	198408	1172.6	1174
L8-1838	198408	1174.8	1176.8
L8-1838	198408	1184.5	1185.1
L8-1838	198408	1188.6	1189.6
L8-1838	198408	1191	1192
L8-1838	198408	1192.4	1193.1
L8-19	197406	944	945.4
L8-19	197406	949.4	953.2
L8-19	197406	966.8	968.2
L8-19	197406	968.6	975
L8-19	197406	977.6	980.6
L8-19	197406	982.1	988
L8-19	197406	996.4	998.4
L8-19	197406	1007.3	1007.7
L8-19	197406	1008.5	1013.4
L8-19	197406	1014.9	1021.2
L8-19	197406	1026.1	1028.5
L8-19	197406	1032.7	1036
L8-19	197406	1036.4	1046.5
L8-19	197406	1055.8	1060
L8-19	197406	1062.8	1064.5
L8-19	197406	1070.1	1070.5
L8-19	197406	1072.1	1072.5
L8-19	197406	1075.9	1076.5
L8-19	197406	1077.2	1078.2
L8-19	197406	1078.8	1079.8
L8-19	197406	1080.4	1081.8
L8-19	197406	1083.6	1084.4
L8-19	197406	1086	1095.2
L8-19	197406	1096.8	1097.3
L8-19	197406	1100.5	1101.1
L8-19	197406	1102	1103
L8-19	197406	1105.1	1105.5
L8-19	197406	1106.1	1106.5
L8-19	197406	1107.3	1108.6
L8-19	197406	1110.9	1111.3
L8-19	197406	1112	1113.4
L8-19	197406	1113.8	1116
L8-19	197406	1116.9	1117.5
L8-19	197406	1118.4	1120.6
L8-19	197406	1122.2	1123.6
L8-19	197406	1124.1	1124.7
L8-19	197406	1125.1	1125.7
L8-19	197406	1126.2	1127.6
L8-19	197406	1129.2	1129.6
L8-19	197406	1130.6	1136.2
L8-19	197406	1137.5	1137.9
L8-19	197406	1138.6	1139.2
L8-19	197406	1140.5	1141.8
L8-19	197406	1145.9	1146.9
L8-19	197406	1149.8	1150.2
L8-19	197406	1151.5	1154.8
L8-19	197406	1155.9	1156.4
L8-19	197406	1159	1161.6
L8-19	197406	1163.2	1163.8
L8-19	197406	1167.4	1168
L8-19	197406	1168.8	1169.6
L8-19	197406	1170	1171.2
L8-19	197406	1176.8	1177.6
L8-19	197406	1180.5	1181.4
L8-19	197406	1181.8	1184.5
L8-19	197406	1185	1187
L8-19	197406	1190	1190.4
L8-19	197406	1192.4	1193.9
L8-19	197406	1195.9	1197.1
L8-1901	199212	1095.2	1095.7
L8-1901	199212	1096.1	1096.6
L8-1901	199212	1097.2	1098.8
L8-1901	199212	1099.5	1099.9
L8-1901	199212	1100.2	1100.8
L8-1901	199212	1101.1	1102
L8-1901	199212	1103	1103.4
L8-1901	199212	1103.9	1104.3
L8-1901	199212	1105	1105.7
L8-1901	199212	1106.2	1107.2
L8-1901	199212	1131.6	1132.6
L8-1901	199212	1133	1134.5
L8-1901	199212	1136.8	1138
L8-1901	199212	1138.7	1139.1
L8-1901	199212	1140	1140.4
L8-1901	199212	1142.4	1144
L8-1901	199212	1144.8	1146.1
L8-1901	199212	1146.5	1147.2
L8-1901	199212	1174.1	1176.1
L8-1901	199212	1176.8	1178
L8-1901	199212	1179.1	1179.6
L8-1901	199212	1180	1181.6
L8-1901	199212	1182.1	1182.6
L8-1901	199212	1183	1184.5
L8-1901	199212	1185	1187.7
L8-1901	199212	1188.6	1189
L8-1901	199212	1190.1	1190.5
L8-1901	199212	1191	1192.8
L8-1901	199212	1193.2	1194.2
L8-191	197406	960.3	960.9
L8-191	197406	964.6	968.2
L8-191	197406	972	974
L8-191	197406	983.5	984.2
L8-191	197406	984.8	990.8
L8-191	197406	994.2	996.6
L8-191	197406	997.8	998.6
L8-191	197406	999	1006.8
L8-191	197406	1009.6	1012.2
L8-191	197406	1041.9	1044.6
L8-191	197406	1046.1	1046.6
L8-191	197406	1050.4	1051.4
L8-191	197406	1052	1053.8
L8-191	197406	1060.4	1063.8
L8-191	197406	1066.6	1067.6
L8-191	197406	1072.3	1072.9
L8-191	197406	1073.8	1074.4
L8-191	197406	1077	1080.4
L8-191	197406	1084.5	1086.2
L8-191	197406	1088.3	1088.7
L8-191	197406	1090.9	1093.2
L8-191	197406	1094	1095.2
L8-191	197406	1097.2	1097.8
L8-191	197406	1103.4	1103.8
L8-191	197406	1104.2	1107.3
L8-191	197406	1108.3	1108.9
L8-191	197406	1112.6	1113.3
L8-191	197406	1114.4	1119
L8-191	197406	1120.9	1122.2
L8-191	197406	1125.8	1127
L8-191	197406	1127.9	1128.5
L8-191	197406	1131.4	1132.1
L8-191	197406	1132.9	1134.3
L8-191	197406	1135.3	1135.9
L8-191	197406	1137	1139.2
L8-191	197406	1139.6	1141.2
L8-191	197406	1142.1	1142.7
L8-191	197406	1144.4	1149.2
L8-191	197406	1150.4	1152.2
L8-191	197406	1154.5	1154.9
L8-191	197406	1156.1	1157.1
L8-191	197406	1158.2	1158.8
L8-191	197406	1162.2	1162.6
L8-191	197406	1166	1174
L8-191	197406	1175.6	1176.4
L8-191	197406	1177.6	1178.4
L8-191	197406	1180.1	1183.2
L8-191	197406	1189	1189.4
L8-191	197406	1192	1193.1
L8-191	197406	1193.5	1194
L8-191	197406	1194.7	1196.4
L8-191	197406	1197.9	1198.6
L8-1911	199309	1089.3	1092
L8-1911	199309	1093	1099.8
L8-1911	199309	1153.4	1155.4
L8-1911	199309	1158	1159.2
L8-1911	199309	1160.2	1161
L8-1911	199309	1171.8	1175
L8-1911	199309	1187	1188.8
L8-1911	199309	1189.6	1190.7
L8-1911	199309	1191.4	1191.8
L8-1912	199312	940	941.6
L8-1912	199312	968.4	968.9
L8-1912	199312	970.2	971.6
L8-1912	199312	1020	1020.4
L8-1912	199312	1020.7	1023.5
L8-1912	199312	1054.4	1055.4
L8-1912	199312	1056.5	1057
L8-1912	199312	1084.4	1087.5
L8-1912	199312	1087.9	1088.4
L8-1912	199312	1092.7	1093.1
L8-1912	199312	1093.8	1094.2
L8-1912	199312	1094.8	1095.8
L8-1917	198409	1052	1054.4
L8-1917	198409	1057.4	1058
L8-1917	198409	1063.2	1067.6
L8-1917	198409	1081	1082.8
L8-1918	198408	1098.1	1098.7
L8-1918	198408	1104.2	1104.8
L8-1918	198408	1107.2	1111.2
L8-1918	198408	1114.4	1114.9
L8-1918	198408	1115.8	1116.4
L8-1918	198408	1117.9	1118.5
L8-1918	198408	1125.7	1130
L8-1918	198408	1137.6	1139
L8-1918	198408	1146	1147
L8-1918	198408	1147.6	1148.2
L8-1918	198408	1150.2	1150.7
L8-1918	198408	1154.4	1155.2
L8-1918	198408	1157.2	1157.8
L8-1918	198408	1163.8	1164.6
L8-1918	198408	1168.6	1169.4
L8-1918	198408	1175.2	1176
L8-1918	198408	1176.6	1178.6
L8-1918	198408	1182.2	1182.8
L8-1918	198408	1183.2	1183.8
L8-1918	198408	1187.6	1188.2
L8-1918	198408	1191.4	1193.6
L8-192	197406	951.7	953.5
L8-192	197406	959.5	960.1
L8-192	197406	961.9	962.6
L8-192	197406	963.1	965
L8-192	197406	971.9	974.6
L8-192	197406	977.4	982.4
L8-192	197406	985.2	989
L8-192	197406	990.6	993.1
L8-192	197406	993.6	994.4
L8-192	197406	994.8	1000.2
L8-192	197406	1009.4	1010.3
L8-192	197406	1041	1042.7
L8-192	197406	1045.2	1045.7
L8-192	197406	1046.2	1050.6
L8-192	197406	1052.2	1053.3
L8-192	197406	1054.8	1060.2
L8-192	197406	1062.8	1068.3
L8-192	197406	1070.8	1073.8
L8-192	197406	1083.3	1083.9
L8-192	197406	1084.4	1084.9
L8-192	197406	1085.4	1088.7
L8-192	197406	1091.7	1092.2
L8-192	197406	1093	1093.7
L8-192	197406	1094.3	1095.9
L8-192	197406	1096.4	1097.2
L8-192	197406	1099.6	1102.2
L8-192	197406	1104.3	1110.6
L8-192	197406	1115.7	1119
L8-192	197406	1120.3	1121.1
L8-192	197406	1123.2	1124.4
L8-192	197406	1125.7	1126.3
L8-192	197406	1127.1	1127.5
L8-192	197406	1128.7	1129.1
L8-192	197406	1131.2	1131.8
L8-192	197406	1134.5	1135
L8-192	197406	1137.2	1137.7
L8-192	197406	1139.4	1139.8
L8-192	197406	1142.7	1143.3
L8-192	197406	1143.7	1144.9
L8-192	197406	1147.3	1147.7
L8-192	197406	1150.6	1151.3
L8-192	197406	1156.9	1157.4
L8-192	197406	1158.8	1161.8
L8-192	197406	1163.3	1163.9
L8-192	197406	1164.5	1165
L8-192	197406	1165.8	1167.6
L8-192	197406	1171	1171.5
L8-192	197406	1172.2	1173.8
L8-192	197406	1175.4	1176.4
L8-192	197406	1177.4	1177.9
L8-192	197406	1179.5	1180
L8-192	197406	1181.1	1181.7
L8-192	197406	1182.2	1183.2
L8-192	197406	1189.5	1190
L8-192	197406	1193.1	1194
L8-192	197406	1195	1197.2
L8-192	197406	1197.8	1199
L8-192	197406	1202.2	1202.6
L8-192	197406	1204.7	1205.1
L8-192	197406	1205.5	1206
L8-1921	199212	1086.8	1088.2
L8-1921	199212	1088.9	1096
L8-1921	199212	1142.6	1143.8
L8-1921	199212	1144.7	1145.7
L8-1921	199212	1146.2	1147.8
L8-1921	199212	1148.6	1151.8
L8-1921	199212	1152.5	1153.5
L8-1921	199212	1155.5	1156.6
L8-1921	199212	1157.2	1159
L8-1921	199212	1159.6	1160.8
L8-1921	199212	1188	1188.7
L8-1921	199212	1189.8	1191.2
L8-1921	199212	1192.6	1195.4
L8-1921	199305	1142.6	1143.8
L8-1921	199305	1144.7	1145.7
L8-1921	199305	1146.2	1147.8
L8-1921	199305	1148.6	1151.8
L8-1921	199305	1152.5	1153.5
L8-1921	199305	1155.5	1156.6
L8-1921	199305	1157.2	1159
L8-1921	199305	1159.6	1160.8
L8-1921	199305	1188	1188.7
L8-1921	199305	1189.8	1191.2
L8-1921	199305	1192.6	1195.4
L8-1922	199302	978.2	980.6
L8-1922	199302	1018.4	1021.6
L8-1922	199302	1076.2	1076.8
L8-1922	199302	1079.9	1080.3
L8-1922	199302	1080.8	1081.2
L8-1922	199302	1081.8	1082.5
L8-1922	199302	1083	1084.3
L8-1922	199302	1086.6	1087.4
L8-1922	199302	1088.1	1089
L8-1922	199302	1090.6	1092.1
L8-1927	198408	1042.8	1043.7
L8-1927	198408	1048.3	1048.9
L8-1927	198408	1051.4	1053
L8-1927	198408	1053.8	1055
L8-1927	198408	1057.7	1060
L8-1927	198408	1060.6	1062
L8-1927	198408	1062.4	1063.2
L8-1927	198408	1064.2	1067
L8-1927	198408	1072.2	1075.6
L8-1927	198408	1080.1	1080.5
L8-1927	198408	1085.7	1086.1
L8-1927	198408	1087.4	1089.2
L8-1927	198408	1092	1092.7
L8-1927	198408	1095	1095.7
L8-1928	198408	1109	1110.8
L8-1928	198408	1111.6	1112.4
L8-1928	198408	1112.8	1113.6
L8-1928	198408	1114.4	1116.6
L8-1928	198408	1124.2	1128.2
L8-1928	198408	1131.8	1132.4
L8-1928	198408	1138.8	1139.6
L8-1928	198408	1140	1145
L8-1928	198408	1148.6	1149.7
L8-1928	198408	1150.6	1152
L8-1928	198408	1161.8	1163.6
L8-1928	198408	1164.2	1165.4
L8-1928	198408	1175.1	1175.7
L8-1928	198408	1176.2	1178
L8-1928	198408	1178.5	1179.1
L8-1928	198408	1181.7	1182.3
L8-1928	198408	1183.2	1185.4
L8-1928	198408	1186.6	1187.4
L8-1928	198408	1192.2	1194.8
L8-1928	198408	1206.8	1208.4
L8-1928	198408	1209.2	1210.4
L8-1928	198408	1213	1213.6
L8-193	197406	934.7	935.3
L8-193	197406	941.6	943
L8-193	197406	945.5	951
L8-193	197406	954.1	957.8
L8-193	197406	965.8	973.9
L8-193	197406	975.8	978.4
L8-193	197406	988.2	988.9
L8-193	197406	991.8	995
L8-193	197406	1020.8	1021.4
L8-193	197406	1022	1022.9
L8-193	197406	1027.6	1028.1
L8-193	197406	1029	1029.6
L8-193	197406	1031.9	1032.4
L8-193	197406	1033	1039.4
L8-193	197406	1041.9	1042.5
L8-193	197406	1043	1043.6
L8-193	197406	1044.3	1045
L8-193	197406	1045.5	1055
L8-193	197406	1056.2	1056.6
L8-193	197406	1058	1059.2
L8-193	197406	1060.4	1062.4
L8-193	197406	1063.2	1063.8
L8-193	197406	1064.2	1069.8
L8-193	197406	1075.4	1075.8
L8-193	197406	1077	1078.1
L8-193	197406	1078.5	1080.9
L8-193	197406	1081.8	1082.5
L8-193	197406	1088.9	1089.7
L8-193	197406	1091.2	1091.6
L8-193	197406	1093.3	1094
L8-193	197406	1100.5	1103.4
L8-193	197406	1106.1	1106.8
L8-193	197406	1107.4	1108.6
L8-193	197406	1109.4	1110.4
L8-193	197406	1110.9	1112.4
L8-193	197406	1114.1	1115.6
L8-193	197406	1116.5	1116.9
L8-193	197406	1117.7	1118.8
L8-193	197406	1120.8	1124.6
L8-193	197406	1125.4	1126
L8-193	197406	1126.5	1127
L8-193	197406	1130.1	1130.6
L8-193	197406	1133.1	1134.6
L8-193	197406	1137.5	1138.7
L8-193	197406	1139.8	1141.1
L8-193	197406	1142.2	1142.8
L8-193	197406	1144.1	1144.6
L8-193	197406	1145.1	1145.5
L8-193	197406	1146.2	1146.6
L8-193	197406	1150.8	1155.6
L8-193	197406	1157.3	1158
L8-193	197406	1159.4	1160.9
L8-193	197406	1162.4	1163.8
L8-193	197406	1164.5	1165.8
L8-193	197406	1166.3	1167.5
L8-193	197406	1168.4	1169
L8-193	197406	1169.7	1170.7
L8-193	197406	1173.9	1175.8
L8-193	197406	1176.9	1177.9
L8-193	197406	1180.7	1181.1
L8-193	197406	1182	1182.5
L8-193	197406	1183.1	1184.7
L8-193	197406	1191.1	1191.5
L8-193	197406	1192.6	1193.3
L8-193	197406	1196.3	1196.8
L8-193	197406	979.8	986.2
L8-1931	199212	1092.8	1093.4
L8-1931	199212	1094.7	1095.1
L8-1931	199212	1095.4	1095.8
L8-1931	199212	1098.6	1100.1
L8-1931	199212	1100.5	1104.8
L8-1931	199212	1105.5	1106.6
L8-1931	199212	1114	1118
L8-1931	199212	1122	1124.8
L8-1931	199212	1125.2	1126.4
L8-1931	199212	1126.8	1127.4
L8-1931	199212	1127.8	1129.2
L8-1931	199212	1132	1134.2
L8-1931	199212	1135.4	1137.2
L8-1931	199212	1137.8	1141
L8-1931	199212	1141.3	1141.8
L8-1931	199212	1142.4	1145.8
L8-1931	199212	1172.2	1174.8
L8-1931	199212	1175.1	1177.2
L8-1931	199212	1177.8	1178.3
L8-1931	199212	1178.7	1186
L8-1931	199212	1188.8	1194
L8-1931	199212	1194.8	1196.8
L8-1935	198204	1000.5	1003.4
L8-1935	198204	1004.3	1004.7
L8-1935	198204	1008.6	1014
L8-1935	199610	1014	1019.4
L8-1937	198408	1021.4	1023.4
L8-1937	198408	1029.9	1030.5
L8-1937	198408	1034.6	1038.6
L8-1937	198408	1041.8	1044
L8-1937	198408	1050.4	1053
L8-1937	198408	1057.4	1058
L8-1937	198408	1069.2	1073.8
L8-1938	198408	1088.6	1089.4
L8-1938	198408	1093	1097.2
L8-1938	198408	1097.8	1100.4
L8-1938	198408	1108.2	1109.2
L8-1938	198408	1116.4	1117.4
L8-1938	198408	1123.2	1123.9
L8-1938	198408	1128.6	1130.2
L8-1938	198408	1131.8	1132.6
L8-1938	198408	1133.2	1134.4
L8-1938	198408	1159	1162
L8-1938	198408	1162.6	1164.2
L8-1938	198408	1174.2	1175
L8-1938	198408	1175.7	1176.3
L8-1938	198408	1176.8	1177.6
L8-1938	198408	1181.3	1182
L8-1938	198408	1190	1191.5
L8-1938	198408	1199.6	1201
L8-1977	198408	1027	1029.6
L8-1977	198408	1035.8	1039.4
L8-1977	198408	1040.2	1041.8
L8-1977	198408	1043.4	1051
L8-1977	198408	1055.2	1058
L8-1977	198408	1059	1060
L8-1977	198408	1064.6	1066.4
L8-1988	198407	1085.8	1087.3
L8-1988	198407	1089	1089.6
L8-1988	198407	1090.5	1095.3
L8-1988	198407	1096.8	1099.8
L8-1988	198407	1102.2	1102.9
L8-1988	198407	1110.4	1111.3
L8-1988	198407	1113.6	1114.1
L8-1988	198407	1116	1116.8
L8-1988	198407	1117.8	1119
L8-1988	198407	1122	1124
L8-1988	198407	1127.6	1129.4
L8-1988	198407	1132.1	1133
L8-1988	198407	1136.8	1137.4
L8-1988	198407	1139.3	1139.8
L8-1988	198407	1140.8	1141.3
L8-1988	198407	1148.5	1149.1
L8-1988	198407	1157.7	1161
L8-1988	198407	1163.1	1163.6
L8-1988	198407	1165.4	1166.8
L8-1988	198407	1168.5	1169.1
L8-1988	198407	1173.2	1176.8
L8-1988	198407	1188.8	1189.5
L8-1988	198407	1190	1191.6
L8-20	197407	932.8	934.2
L8-20	197407	935.4	936.7
L8-20	197407	942.6	949
L8-20	197407	954.8	955.3
L8-20	197407	956.1	959.5
L8-20	197407	963	974.2
L8-20	197407	975.7	982.8
L8-20	197407	990	992.6
L8-20	197407	997.2	998.3
L8-20	197407	1004	1018.1
L8-20	197407	1018.5	1020.6
L8-20	197407	1021.4	1021.9
L8-20	197407	1026.4	1027
L8-20	197407	1027.5	1028.2
L8-20	197407	1029.4	1030
L8-20	197407	1042.6	1047.5
L8-20	197407	1048.6	1055
L8-20	197407	1056.4	1057.2
L8-20	197407	1058.9	1061.4
L8-20	197407	1071.2	1071.7
L8-20	197407	1076.1	1076.7
L8-20	197407	1077.2	1078.6
L8-20	197407	1079.2	1079.9
L8-20	197407	1081.2	1081.6
L8-20	197407	1086.7	1090.6
L8-20	197407	1094	1094.5
L8-20	197407	1095.7	1096.1
L8-20	197407	1096.9	1097.5
L8-20	197407	1099.8	1100.9
L8-20	197407	1103.1	1104.2
L8-20	197407	1105.6	1106.6
L8-20	197407	1108.6	1109.8
L8-20	197407	1110.3	1110.8
L8-20	197407	1113.7	1114.1
L8-20	197407	1114.7	1115.6
L8-20	197407	1118.1	1118.6
L8-20	197407	1120.4	1121.8
L8-20	197407	1122.4	1123.9
L8-20	197407	1125.4	1126
L8-20	197407	1126.6	1127.2
L8-20	197407	1129.2	1129.8
L8-20	197407	1136.2	1137.6
L8-20	197407	1141.9	1143.1
L8-20	197407	1144	1144.5
L8-20	197407	1145.9	1146.5
L8-20	197407	1148.5	1149.1
L8-20	197407	1150	1152.6
L8-20	197407	1157	1159.6
L8-20	197407	1161.1	1165.9
L8-20	197407	1166.4	1167
L8-20	197407	1167.6	1168.2
L8-20	197407	1168.6	1169.8
L8-20	197407	1174.4	1174.9
L8-20	197407	1177.9	1180.3
L8-20	197407	1180.8	1181.4
L8-20	197407	1181.9	1183.2
L8-20	197407	1186.2	1186.8
L8-20	197407	1188.5	1189.6
L8-20	197407	1192.5	1193.1
L8-20	197407	1197.6	1200.4
L8-2001	199302	1115.2	1115.9
L8-2001	199302	1117.4	1118.8
L8-2001	199302	1129	1131.2
L8-2001	199302	1132	1134
L8-2001	199302	1135.6	1137.6
L8-2001	199302	1140.3	1140.6
L8-2001	199302	1140.8	1141.6
L8-2001	199302	1141.3	1141.5
L8-2001	199302	1141.8	1142.3
L8-2001	199302	1142.9	1143.5
L8-2001	199302	1144.3	1144.5
L8-2001	199302	1144.9	1145.7
L8-2001	199302	1145.4	1145.6
L8-2001	199302	1173.4	1174.5
L8-2001	199302	1173.7	1173.9
L8-2001	199302	1173.8	1174
L8-2001	199302	1174.2	1174.4
L8-2001	199302	1175.2	1176.1
L8-2001	199302	1175.7	1175.9
L8-2001	199302	1175.8	1176
L8-2001	199302	1177.1	1178.5
L8-2001	199302	1177.8	1178
L8-2001	199302	1178.2	1178.4
L8-2001	199302	1179.1	1179.6
L8-2001	199302	1179.8	1182.6
L8-2001	199302	1180.3	1180.5
L8-2001	199302	1180.9	1181.1
L8-2001	199302	1181.6	1181.8
L8-2001	199302	1181.7	1181.9
L8-2001	199302	1183.5	1184.1
L8-2001	199302	1184.5	1186.2
L8-2001	199302	1185.2	1185.4
L8-2001	199302	1185.3	1185.5
L8-2002	199304	999.4	1001.5
L8-2002	199304	1002.4	1002.9
L8-2002	199304	1035.8	1036.4
L8-2002	199304	1037.3	1037.9
L8-2002	199304	1038.3	1038.7
L8-2002	199304	1043.9	1044.3
L8-2002	199304	1061.6	1062.1
L8-2002	199304	1063.4	1065
L8-2002	199304	1066.2	1066.7
L8-2002	199304	1067	1070
L8-2002	199304	1070.4	1072.4
L8-2002	199304	1073.1	1073.9
L8-201	197407	948.2	948.8
L8-201	197407	949.6	952
L8-201	197407	957.6	960.4
L8-201	197407	966	966.5
L8-201	197407	972.6	973.1
L8-201	197407	979.9	981.2
L8-201	197407	981.6	982.3
L8-201	197407	983.3	987.8
L8-201	197407	990.2	999.2
L8-201	197407	999.6	1001.1
L8-201	197407	1008.1	1008.6
L8-201	197407	1009.5	1010.1
L8-201	197407	1034.5	1036.6
L8-201	197407	1039.7	1042.5
L8-201	197407	1043.9	1044.4
L8-201	197407	1046.8	1047.4
L8-201	197407	1048.4	1048.8
L8-201	197407	1061.6	1062
L8-201	197407	1064.4	1065.4
L8-201	197407	1071.4	1072.6
L8-201	197407	1073.8	1074.3
L8-201	197407	1074.9	1075.3
L8-201	197407	1082.2	1082.6
L8-201	197407	1086.1	1086.7
L8-201	197407	1089.3	1090
L8-201	197407	1090.9	1091.5
L8-201	197407	1092.3	1093.5
L8-201	197407	1094.2	1094.8
L8-201	197407	1098.3	1099.3
L8-201	197407	1100.6	1104.1
L8-201	197407	1106.2	1106.7
L8-201	197407	1108.8	1110.1
L8-201	197407	1114.1	1119.1
L8-201	197407	1120.5	1121.1
L8-201	197407	1125.8	1126.3
L8-201	197407	1127.2	1128.7
L8-201	197407	1130.4	1131.6
L8-201	197407	1132.3	1133.4
L8-201	197407	1135.6	1136.2
L8-201	197407	1137.4	1138.2
L8-201	197407	1138.6	1140.6
L8-201	197407	1142.2	1142.8
L8-201	197407	1143.7	1144.1
L8-201	197407	1144.7	1146
L8-201	197407	1150.5	1150.9
L8-201	197407	1151.4	1152
L8-201	197407	1153.1	1153.5
L8-201	197407	1155.7	1156.1
L8-201	197407	1158.6	1159
L8-201	197407	1159.8	1160.2
L8-201	197407	1161.9	1162.5
L8-201	197407	1164.2	1165.4
L8-201	197407	1165.8	1167.2
L8-201	197407	1167.7	1168.1
L8-201	197407	1171.1	1172.1
L8-201	197407	1173.6	1174.4
L8-201	197407	1175.7	1176.8
L8-201	197407	1177.8	1179.8
L8-201	197407	1180.2	1180.8
L8-201	197407	1181.6	1182.2
L8-201	197407	1182.8	1183.7
L8-201	197407	1187.5	1188.1
L8-201	197407	1194.3	1195
L8-201	197407	1195.4	1196.8
L8-201	197407	1198.3	1198.8
L8-2011	199304	1121.4	1123.1
L8-2011	199304	1125.2	1125.7
L8-2011	199304	1126	1126.5
L8-2011	199304	1136.2	1137.4
L8-2011	199304	1136.6	1136.8
L8-2011	199304	1137.1	1137.3
L8-2011	199304	1138	1138.4
L8-2011	199304	1138.8	1139.4
L8-2011	199304	1139.1	1139.3
L8-2011	199304	1139.7	1141.6
L8-2011	199304	1139.8	1140
L8-2011	199304	1140.2	1140.4
L8-2011	199304	1140.8	1141
L8-2011	199304	1140.9	1141.1
L8-2011	199304	1144	1145.6
L8-2011	199304	1146	1146.9
L8-2011	199304	1147.4	1149
L8-2011	199304	1149.3	1150.1
L8-2011	199304	1151.1	1152.9
L8-2011	199304	1151.6	1151.8
L8-2011	199304	1152.2	1152.4
L8-2011	199304	1152.6	1152.8
L8-2011	199304	1154.1	1154.3
L8-2011	199304	1154.4	1155.5
L8-2011	199304	1155.2	1155.4
L8-2011	199304	1155.7	1156.7
L8-2011	199304	1156.2	1156.4
L8-2011	199304	1156.4	1156.6
L8-2011	199304	1158.6	1159.2
L8-2011	199304	1158.9	1159.1
L8-2011	199304	1159	1161.3
L8-2011	199304	1159.9	1160.1
L8-2011	199304	1160.2	1160.4
L8-2011	199304	1160.3	1160.5
L8-2011	199304	1161	1161.2
L8-2011	199304	1161.9	1162.7
L8-2011	199304	1162.4	1162.6
L8-2011	199304	1163.1	1163.8
L8-2011	199304	1163.4	1163.6
L8-2012	199302	972	972.6
L8-2012	199302	1015.4	1016.6
L8-2012	199302	1015.8	1016
L8-2012	199302	1015.9	1016.1
L8-2012	199302	1016.3	1016.5
L8-2012	199302	1017.5	1018
L8-2012	199302	1017.7	1017.9
L8-2012	199302	1057.8	1059.2
L8-2012	199302	1072	1073
L8-2012	199302	1072.2	1072.4
L8-2012	199302	1072.3	1072.5
L8-2012	199302	1074.1	1075
L8-2012	199302	1074.4	1074.6
L8-2012	199302	1074.6	1074.8
L8-2012	199302	1091.5	1092
L8-2012	200405	946.8	952.9
L8-2015	198408	1021.4	1022.9
L8-2015	198408	1025	1030.4
L8-2017	198408	1035.2	1036
L8-2017	198408	1039	1040.4
L8-2017	198408	1040.8	1041.8
L8-2017	198408	1046.9	1047.5
L8-2017	198408	1054.4	1056
L8-2017	198408	1056.6	1059.8
L8-2017	198408	1063.5	1064.1
L8-2017	198408	1064.6	1065.8
L8-2017	198408	1080.6	1081
L8-2018	198408	1093.3	1093.9
L8-2018	198408	1099.3	1099.9
L8-2018	198408	1100.6	1102.4
L8-2018	198408	1102.8	1105.2
L8-2018	198408	1109.2	1110.2
L8-2018	198408	1111.6	1118.6
L8-2018	198408	1125.8	1130
L8-2018	198408	1132	1132.6
L8-2018	198408	1134.6	1135.2
L8-2018	198408	1136.2	1137.4
L8-2018	198408	1140.4	1145
L8-2018	198408	1146.6	1149.8
L8-2018	198408	1151	1152
L8-2018	198408	1154.5	1155.1
L8-2018	198408	1156	1157.6
L8-2018	198408	1158	1160.4
L8-2018	198408	1162	1164
L8-2018	198408	1164.6	1165.6
L8-2018	198408	1166.2	1168.2
L8-2018	198408	1168.9	1169.5
L8-2018	198408	1173.4	1174.2
L8-2018	198408	1174.6	1176.2
L8-2018	198408	1177.4	1178.2
L8-2018	198408	1178.8	1180
L8-2018	198408	1180.6	1181.2
L8-2018	198408	1182.8	1185
L8-2018	198408	1187	1188
L8-2018	198408	1190.8	1195.6
L8-202	197406	943.9	945.4
L8-202	197406	946.2	948.3
L8-202	197406	955.4	958.2
L8-202	197406	960.4	960.9
L8-202	197406	961.3	967.6
L8-202	197406	969.2	969.6
L8-202	197406	972.2	975.1
L8-202	197406	978	981
L8-202	197406	981.6	987
L8-202	197406	989.6	993.8
L8-202	197406	995.3	1000.8
L8-202	197406	1008.3	1008.9
L8-202	197406	1036	1036.4
L8-202	197406	1038.6	1040.3
L8-202	197406	1044.2	1046
L8-202	197406	1066.5	1069.6
L8-202	197406	1085.1	1085.5
L8-202	197406	1088.3	1088.8
L8-202	197406	1091.1	1092.4
L8-202	197406	1094.4	1095
L8-202	197406	1098	1098.7
L8-202	197406	1099.1	1105.8
L8-202	197406	1106.7	1108.8
L8-202	197406	1109.2	1111.3
L8-202	197406	1111.7	1113.2
L8-202	197406	1117.4	1119.6
L8-202	197406	1126.8	1127.4
L8-202	197406	1129.5	1130.5
L8-202	197406	1133.4	1134.2
L8-202	197406	1134.8	1135.2
L8-202	197406	1135.8	1136.3
L8-202	197406	1136.9	1138.6
L8-202	197406	1141.2	1142.1
L8-202	197406	1143.3	1143.7
L8-202	197406	1148.8	1149.2
L8-202	197406	1149.6	1150.2
L8-202	197406	1153.8	1154.5
L8-202	197406	1156	1156.5
L8-202	197406	1157.5	1158.5
L8-202	197406	1162	1162.5
L8-202	197406	1163.6	1165.6
