井名	小层名	砂顶	砂底	砂厚	有效厚度	孔隙度	渗透率	油饱和度
L10-1925	S2_7+8	1054.6	1054.75	0.15	0.15	0.3	1.00E+00	0.723
L10-1925	S2_7+8	1054.75	1054.9	0.15	0.15	0.3	1.00E+00	0.723
L10-1925	S2_7+8	1055.4	1057	1.6	0.35	0.3	3.20E+02	0.723
L10-1925	S2_7+8	1057	1058.6	1.6	0.35	0.3	3.20E+02	0.723
L10-1925	S2_10+11	1063.8	1063.95	0.15	0	0.3	1.00E+00	0.723
L10-1925	S2_10+11	1063.95	1064.1	0.15	0	0.3	1.00E+00	0.723
L10-1925	S2_10+11	1065.2	1066.7	1.5	0.1	0.3	2.80E+02	0.723
L10-1925	S2_10+11	1066.7	1068.2	1.5	0.1	0.3	2.80E+02	0.723
L10-1925	S2_13+14	1073.5	1075.45	1.95	0.2	0.3	7.00E+01	0.723
L10-1925	S2_13+14	1075.45	1077.4	1.95	0.2	0.3	7.00E+01	0.723
L10-1925	S2_15+16	1077.4	1079.35	1.95	0.2	0.3	7.00E+01	0.723
L10-1925	S2_15+16	1079.35	1081.3	1.95	0.2	0.3	7.00E+01	0.723
L10-1925	S3_1+2	1085.8	1087.35	1.55	0.6	0.3	1.00E+02	0.723
L10-1925	S3_1+2	1087.35	1088.9	1.55	0.6	0.3	1.00E+02	0.723
L10-1925	S3_3	1090.6	1094.5	3.9	0.4	0.3	2.40E+02	0.723
L10-1925	S3_4-7	1100.3	1101.13	0.82	0.25	0.3	2.40E+02	0.723
L10-1925	S3_4-7	1101.13	1101.95	0.82	0.25	0.3	2.40E+02	0.723
L10-1925	S3_4-7	1101.95	1102.77	0.82	0.25	0.3	2.40E+02	0.723
L10-1925	S3_4-7	1102.77	1103.6	0.82	0.25	0.3	2.40E+02	0.723
L10-1925	S3_4-7	1104.6	1106.09	1.49	0.04	0.3	1.90E+02	0.723
L10-1925	S3_4-7	1106.09	1107.57	1.49	0.04	0.3	1.90E+02	0.723
L10-1925	S3_4-7	1107.57	1109.06	1.49	0.04	0.3	1.90E+02	0.723
L10-1925	S3_4-7	1109.06	1110.54	1.49	0.04	0.3	1.90E+02	0.723
L10-1925	S3_8	1110.54	1112.03	1.49	0.04	0.3	1.90E+02	0.723
L10-1925	S3_9+10	1112.03	1113.51	1.49	0.04	0.3	1.90E+02	0.723
L10-1925	S3_9+10	1113.51	1115	1.49	0.04	0.3	1.90E+02	0.723
L10-1925	S3_9+10	1115.5	1120.9	5.4	0.6	0.3	1.10E+02	0.723
L10-1925	P1_1	1121.8	1124.3	2.5	2.5	0.3	9.00E+02	0.723
L10-1925	P1_2	1124.3	1126.8	2.5	2.5	0.3	9.00E+02	0.723
L10-1925	P1_2	1128.8	1142.2	13.4	1.8	0.3	3.80E+02	0.723
L10-1925	P1_5+6	1142.8	1145.3	2.5	0.7	0.3	4.00E+01	0.723
L10-1925	P1_5+6	1145.3	1147.8	2.5	0.7	0.3	4.00E+01	0.723
L10-1925	P1_7	1150.6	1150.8	0.2	0.2	0.3	1.00E+00	0.723
L10-1925	P1_7	1151.2	1152.1	0.9	0.9	0.3	1.50E+02	0.723
L10-1925	P2_1-3	1156.6	1157.95	1.35	0.38	0.3	3.40E+02	0.723
L10-1925	P2_1-3	1157.95	1159.3	1.35	0.38	0.3	3.40E+02	0.723
L10-1925	P2_1-3	1159.3	1160.65	1.35	0.38	0.3	3.40E+02	0.723
L10-1925	P2_4	1160.65	1162	1.35	0.38	0.3	3.40E+02	0.723
L10-1925	P2_5+6	1162	1163.35	1.35	0.38	0.3	3.40E+02	0.723
L10-1925	P2_5+6	1163.35	1164.7	1.35	0.38	0.3	3.40E+02	0.723
L10-1925	P2_7-9	1172.2	1172.67	0.47	0.07	0.3	1.00E+00	0.723
L10-1925	P2_7-9	1172.67	1173.13	0.47	0.07	0.3	1.00E+00	0.723
L10-1925	P2_7-9	1173.13	1173.6	0.47	0.07	0.3	1.00E+00	0.723
L10-1925	P2_10	1176.5	1177.2	0.7	0.7	0.3	1.20E+02	0.723
L10-1925	G1_4+5	1191.4	1192.33	0.93	0.33	0.3	1.30E+02	0.723
L10-1925	G1_4+5	1192.33	1193.25	0.93	0.33	0.3	1.30E+02	0.723
L10-1925	G1_6+7	1193.25	1194.18	0.93	0.33	0.3	1.30E+02	0.723
L10-1925	G1_6+7	1194.18	1195.1	0.93	0.33	0.3	1.30E+02	0.723
L10-1925	G1_6+7	1195.7	1196.05	0.35	0.35	0.3	7.00E+01	0.723
L10-1925	G1_6+7	1196.05	1196.4	0.35	0.35	0.3	7.00E+01	0.723
L10-1925	G1_8	1199.8	1200.6	0.8	0.8	0.3	1.00E+00	0.723
L10-1925	G1_13	1211.9	1214	2.1	2.1	0.3	1.00E+00	0.723
L10-1925	G1_16	1217.2	1218.2	1	1	0.3	1.00E+00	0.723
