方4-斜1	681	22.536	1.127
方4-斜1	682	14.673	1.051
方4-斜1	683	6.127	1.002
方4-斜1	684	357.309	0.986
方4-斜1	685	348.673	0.998
方4-斜1	686	340.127	1.032
方4-斜1	687	331.309	1.08
方4-斜1	688	322.764	1.124
方4-斜1	689	314.127	1.155
方4-斜1	690	305.4	1.179
方4-斜1	691	296.764	1.195
方4-斜1	692	288.127	1.206
方4-斜1	693	279.491	1.222
方4-斜1	694	270.855	1.234
方4-斜1	695	262.218	1.231
方4-斜1	696	253.491	1.208
方4-斜1	697	244.946	1.171
方4-斜1	698	236.309	1.136
方4-斜1	699	227.582	1.104
方4-斜1	700	218.946	1.077
方4-斜1	701	210.309	1.046
方4-斜1	702	201.991	1.007
方4-斜1	703	199.482	0.98
方4-斜1	704	201.836	0.97
方4-斜1	705	201.682	0.99
方4-斜1	706	202.664	1.036
方4-斜1	707	204.046	1.062
方4-斜1	708	202.573	1.068
方4-斜1	709	200.436	1.091
方4-斜1	710	199.473	1.109
方4-斜1	711	198.427	1.092
方4-斜1	712	196.764	1.062
方4-斜1	713	195.955	1.04
方4-斜1	714	195.7	1.029
方4-斜1	715	196.136	1.04
方4-斜1	716	197.4	1.053
方4-斜1	717	198.782	1.042
方4-斜1	718	198.582	1.004
方4-斜1	719	196.809	0.954
方4-斜1	720	194.7	0.906
方4-斜1	721	192.8	0.855
方4-斜1	722	191.818	0.813
方4-斜1	723	190.964	0.793
方4-斜1	724	188.6	0.785
方4-斜1	725	186	0.777
方4-斜1	726	183.627	0.78
方4-斜1	727	180.9	0.792
方4-斜1	728	179.809	0.79
方4-斜1	729	178.6	0.77
方4-斜1	730	176.091	0.742
方4-斜1	731	175.146	0.718
方4-斜1	732	175.018	0.699
方4-斜1	733	175.773	0.7
方4-斜1	734	176.864	0.718
方4-斜1	735	177.236	0.738
方4-斜1	736	177.218	0.748
方4-斜1	737	176.436	0.745
方4-斜1	738	174.618	0.741
方4-斜1	739	173.627	0.74
方4-斜1	740	173.127	0.735
方4-斜1	741	172.436	0.721
方4-斜1	742	171.582	0.714
方4-斜1	743	170.482	0.723
方4-斜1	744	170.373	0.728
方4-斜1	745	171.346	0.72
