sha37	16340708.70	4214087.30	3010.95	3
sha40	16339925.30	4215416.10	3106.88	15
sha45	16342508.80	4212531.60	3006.85	3
yd102	16339315.60	4216264.70	3134.91	3
yd103	16340626.70	4214914.90	3052.44	3
yd104	16341530.60	4213917.00	3023.51	3
yd105	16339686.30	4214635.50	3000.63	3
yd106	16340123.60	4216335.30	3174.02	3
yd107	16339067.20	4215808.50	3098.14	3
yd108	16338481.30	4216804.30	3133.12	3
yd109	16340768.80	4215642.60	3130.79	3
yshi1-1	16340734.00	4214085.60	3014.21	3
yshi1-2	16340731.47	4214080.16	3014.21	3
yshi1-3	16340728.93	4214074.72	3014.21	3
yshi1-4	16340726.40	4214069.28	3014.21	3
yshi2-1	16340030.50	4215206.90	3083.03	3
yshi2-2	16340024.59	4215205.86	3083.03	3
yshi2-3	16340018.68	4215204.81	3083.03	3
yshi2-4	16340012.77	4215203.77	3083.03	3
yshi2-5	16340006.86	4215202.72	3083.03	3
yshi3-1	16340278.52	4215309.98	3112.16	3
yshi4-1	16340418.80	4214467.00	3007.77	15
yshi4-2	16340415.40	4214462.00	3007.77	15
yshi4-3	16340412.20	4214457.10	3007.82	3
yshi5-1	16340999.69	4214388.73	3019.75	3
yshi6-1	16341125.10	4214024.90	3019.32	3
yshi7-1	16339935.00	4215413.00	3096.20	15
yshi8-1	16339522.50	4215542.10	3127.36	3
yshi9-1	16339821.00	4215758.50	3160.24	3
yshi10-1	16339678.10	4215663.40	3132.75	15
yshi11-1	16339799.90	4215530.30	3117.63	3
yshi12-1	16339640.50	4215406.00	3105.68	3
yshi13-1	16339553.10	4215788.70	3129.32	3
yshi14-1	16339970.40	4215663.50	3153.00	3
yshi15-1	16339774.40	4215275.30	3090.07	3
yd110	16337720.20	4218461.80	3187.34	3
yd112	16339228.10	4216670.20	3076.20	3
yd114	16341460.60	4213461.10	3018.61	3
yd115	16338638.00	4216602.40	3101.96	3
yd116	16340037.80	4214957.30	3039.25	3
yd117	16339208.50	4215306.70	3049.58	3
yd118	16337901.50	4217679.30	3145.26	3
y11-2	16339145.40	4216073.30	3113.79	3
y15-2	16338853.90	4216300.40	3104.11	3
y19-1	16338730.80	4216761.40	3136.76	3
y5-8-A4	16339025.60	4215200.10	3008.93	15
y7-1-B6	16339550.10	4215783.50	3129.52	3
y9-1-B6	16339405.10	4216007.30	3129.82	15
y9-2-A6	16339236.70	4215887.30	3138.53	3
y11-6-A6	16338774.00	4215776.40	3065.47	3
y13-4-A6	16338819.20	4216055.30	3073.40	15
y7-6-A5	16339049.80	4215483.00	3061.49	3
y45-2-B6	16340906.00	4213929.20	3012.37	3
y1-6-A5	16339441.00	4215029.20	3011.26	3
y11-2-B4	16339152.50	4216069.90	3113.20	3
y3-3-B6	16339973.40	4215668.70	3151.92	3
y13-1-B6	16339150.00	4216333.20	3138.70	15
y5-3-B6	16339818.00	4215753.30	3160.24	3
y3-4-A6	16339498.00	4215311.40	3075.62	3
y7-1-B3	16339562.10	4215804.30	3129.52	3
y9-2-B5	16339230.70	4215876.90	3138.47	3
y5-8-A3	16339030.00	4215196.00	3008.93	15
y7-6-A4	16339046.80	4215477.80	3061.34	3
y1-6-A4	16339438.00	4215024.00	3011.26	3
y1-1-B5	16339940.20	4215410.00	3096.20	15
y3-3-B5	16339976.40	4215673.90	3151.92	3
y7-1-B5	16339547.10	4215778.30	3129.52	3
y5-4-A6	16339384.19	4215452.54	3101.65	15
y9-1-B5	16339402.10	4216002.10	3130.32	15
y13-1-B5	16339147.00	4216328.00	3138.50	15
y9-2-B4	16339227.70	4215871.70	3138.47	3
y1-1-B3	16339945.40	4215407.00	3096.20	15
y7-6-A3	16339046.80	4215477.80	3062.06	3
y9-4-A6	16339064.20	4215803.30	3097.42	15
y11-6-A4	16338768.00	4215766.00	3065.47	3
y5-3-B5	16339823.00	4215763.70	3160.24	3
y1-6-A3	16339438.00	4215024.00	3011.26	3
y3-4-A5	16339495.00	4215306.20	3075.62	3
y9-2-B3	16339224.70	4215866.50	3138.47	3
y5-1-B5	16339672.10	4215653.00	3132.75	15
y7-2-A6	16339372.70	4215728.20	3132.70	3
y7-6-B3	16339040.80	4215467.40	3061.34	3
y5-4-A5	16339381.19	4215447.34	3101.65	15
y7-8-A4	16338888.50	4215345.30	3015.58	3
y9-2-B2	16339221.70	4215861.30	3138.33	3
y9-1-B4	16339399.10	4215996.90	3130.32	15
y5-1-B3	16339669.10	4215647.80	3132.75	15
y1-2-B4	16339762.40	4215275.30	3090.12	3
y1-1-B2	16339950.60	4215404.00	3096.00	15
y1-6-B3	16339441.00	4215029.00	3011.26	3
y13-6-A5	16338662.00	4215923.00	3051.92	3
y11-6-A1	16338765.00	4215760.80	3065.47	3
y13-1-B4	16339144.00	4216322.80	3138.50	15
y5-1-B2	16339666.10	4215642.60	3132.75	15
y3-4-B4	16339495.00	4215306.20	3075.62	3
y3-2-B5	16339646.50	4215416.40	3104.60	3
y5-4-B4	16339375.19	4215436.94	3101.65	15
y7-6-B2	16339037.80	4215462.20	3061.36	3
