0715	1861.17
0716	1600.57
0717	1537.33
0718	1552.85
0719	1561.45
0720	1873.59
0721	1609.49
0722	1600.79
0723	1606.29
0724	1611.5
0725	1585.32
0726	1564.6
0727	1663.86
0728	1674.03
0729	1713.67
0730	1650.41
0701	1581.56
0702	1594.24
0703	1658.95
0704	1660.34
0705	1666.93
0706	4461.47
0707	1255.52
0708	1243.29
0709	1234.09
0710	1244.31
0711	1247.13
0712	1249.46
0713	1276.57
0714	1268.56
0901	1619.26
0902	1498.03
0903	1492.78
0904	1504.13
0905	1497.77
0906	1491.56
0907	1495.31
0908	1494.93
0909	1491.16
0910	1508.19
0911	1511.92
0912	1518.64
0913	1535.14
0914	1515.21
0915	1508.81
0831	1917.27
0915	1692.28
0916	1495.15
0917	1519.34
0918	1456.96
0919	1504.85
0920	1507.96
0921	1508.09
0922	1508.03
0923	1505.15
0924	1507.34
0925	1506.19
0926	1506.03
0927	1503.75
0928	1507.36
0929	1504.37
0930	1511.12
0820	2306.8
0821	1655.46
0822	1730.54
0823	1813.1
0824	1809.62
0825	1747.75
0826	1719.58
0827	1826.66
0828	2005.3
0829	1810.11
0830	1834.75
1008	2120.17
1009	1972.88
1010	1979.55
1011	2117.39
1012	1900.13
1013	1896.32
1014	1893.94
1015	1907.32
1016	1855.73
1017	1875.01
1018	1881.98
1019	1888.31
1020	1886.92
1021	1894.85
1022	1860.33
1023	1877.39
1024	1896.25
1025	1899.91
1026	1885.43
1027	1900.37
1028	1860.65
1029	1860.74
1030	1886.52
1101	1659.8
1102	1452.0
1103	1416.99
1104	1422.84
1105	1422.39
1106	1342.53
1107	1317.18
1108	1317.94
1109	1332.41
1201	1544.72
1202	1384.3
1203	1371.05
1204	1424.59
1205	1426.2
1206	1296.32
1207	1278.93
1208	1275.76
1209	1277.54
1210	1276.97
1211	1277.63
1212	1275.22
1213	1275.66
1214	1268.54
1215	1262.22
1216	1263.1
1217	1262.97
1218	1261.69
1219	1261.12
1220	1261.97
1221	1260.88
1222	1259.49
1223	1261.38
1224	1260.92
1225	1260.52
1226	1261.3
1227	1265.79
1228	1264.93
1229	1265.99
1230	1264.33
0101	1413.06
0102	1199.06
0103	1197.59
0104	1196.51
0105	1196.91
0106	1192.64
0107	1193.93
0108	1191.42
0109	1175.81
0110	1174.78
0111	1175.57
0112	1175.61
0113	1177.78
0114	1175.86
0115	1175.98
0116	1176.58
0117	1176.36
0118	1175.78
0119	1175.42
0120	1175.78
0121	1176.03
0122	1184.13
0123	1194.55
0124	1197.1
0125	1196.24
0126	1195.39
0127	1197.84
0128	1197.06
0129	1195.51
0130	1196.69
0201	1375.08
0202	1549.1
0203	1533.58
0204	1461.02
0205	1438.97
0206	1548.03
0207	1545.48
0208	1715.53
0209	1347.84
0210	1341.42
0211	1351.67
0212	1355.39
0213	1341.76
0214	1340.01
0215	1336.9
0216	1338.02
0217	1337.52
0218	1340.63
0219	1347.12
0220	1347.75
0221	1343.12
0222	1346.48
0223	1347.72
0224	1350.54
0225	1339.46
0226	1342.13
0227	1338.39
0228	1337.12
0301	1574.64
0302	1557.83
0303	1461.62
0304	1390.23
0305	1410.95
0306	1410.56
0307	1422.98
0308	1428.2
0309	1445.96
0310	1469.32
0311	1509.5
0312	1534.98
0313	1464.27
0314	1412.82
0315	1516.75
0316	1585.75
0317	1640.15
0318	1536.62
0319	1403.84
0320	1398.41
0321	1405.74
0322	1422.22
0323	1436.29
0324	1446.53
0325	1443.13
0326	1444.17
0327	1445.2
0328	1439.75
0329	1447.66
0330	1447.2
0401	1713.79
0402	1626.48
0403	1792.14
0404	1903.67
0405	1617.7
0406	1405.29
0407	1270.19
0408	1284.95
0409	1267.09
0410	1261.79
0411	1259.73
0412	1264.25
0413	1268.06
0414	1323.03
0415	1349.28
0416	1402.57
0417	1340.55
0418	1391.61
0419	1359.11
0420	1374.68
0421	1409.54
0422	1377.95
