600265	*ST景谷	-0.08	26.08	-0.02	26.07	26.08	5465	14	0.00	          0.42	26.10	26.14	25.92	26.10	--  	14226954	  1.27	林业	云南	0.84	26.03	1747	3718	  0.47	2	
600301	*ST南化	0.47	12.82	0.06	12.81	12.84	13956	4	0.07	          0.59	12.79	12.92	12.61	12.76	--  	17820416	  0.68	化工原料	广西	2.43	12.77	7401	6555	  1.13	6	
600306	*ST商城	0.00	12.80	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.80	--  	0	  0.00	百货	辽宁	0.00	12.80	0	0	--  	0	
600319	*ST亚星	1.04	9.74	0.10	9.74	9.75	49030	107	-0.10	          1.55	9.59	9.87	9.48	9.64	--  	47435828	  1.04	化工原料	山东	4.05	9.67	20938	28091	  0.75	21	
600339	*ST天利	0.00	5.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	5.38	--  	0	  0.00	石油加工	新疆	0.00	5.38	0	0	--  	0	
600346	*ST橡塑	-0.33	6.12	-0.02	6.11	6.12	38334	88	0.16	          0.57	6.17	6.21	6.10	6.14	    26.65	23495784	  0.57	化纤	辽宁	1.79	6.13	25482	12851	  1.98	93	
600375	*ST星马	0.34	5.94	0.02	5.94	5.95	58192	15	0.00	          1.05	5.93	5.99	5.90	5.92	--  	34598464	  0.86	汽车整车	安徽	1.52	5.95	30632	27559	  1.11	86	
600381	ST春天	1.42	11.39	0.16	11.40	11.41	127041	17	-0.26	          6.39	11.25	11.54	11.18	11.23	    86.05	144224256	  1.13	医疗保健	青海	3.21	11.35	59979	67062	  0.89	160	
600390	*ST金瑞	0.22	13.65	0.03	13.65	13.66	61373	2	0.00	          1.57	13.46	13.87	13.46	13.62	    36.16	83931440	  0.71	小金属	湖南	3.01	13.68	33900	27472	  1.23	5	
600432	*ST吉恩	4.99	8.63	0.41	8.63	--  	34024	120	0.00	          0.42	8.63	8.63	8.63	8.22	--  	29362840	  0.77	小金属	吉林	0.00	8.63	32729	1295	 25.27	116116	
600520	*ST中发	1.04	18.50	0.19	18.47	18.50	16877	29	0.05	          1.10	18.32	18.65	18.18	18.31	--  	31033416	  0.77	机械基件	安徽	2.57	18.39	9039	7837	  1.15	28	
600546	*ST山煤	-0.31	3.18	-0.01	3.17	3.18	117613	420	0.00	          0.59	3.19	3.19	3.15	3.19	--  	37327448	  0.80	煤炭开采	山西	1.25	3.17	65933	51679	  1.28	2162	
600581	*ST八钢	-5.00	4.94	-0.26	--  	4.94	29728	17	0.00	          0.39	4.94	4.94	4.94	5.20	--  	14685632	  0.27	普钢	新疆	0.00	4.94	1044	28684	  0.04	0	
600603	*ST兴业	0.51	11.82	0.06	11.81	11.82	19131	5	0.08	          0.98	11.80	11.88	11.73	11.76	--  	22596064	  0.80	综合类	福建	1.28	11.81	10383	8747	  1.19	33	
600608	ST沪科	0.41	9.89	0.04	9.88	9.90	18758	10	0.10	          0.59	9.87	9.93	9.80	9.85	--  	18495204	  0.77	普钢	上海	1.32	9.86	10727	8031	  1.34	104	
600675	*ST中企	0.00	5.05	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	5.05	--  	0	  0.00	区域地产	上海	0.00	5.05	0	0	--  	0	
600701	*ST工新	1.92	14.34	0.27	14.34	14.35	65985	2	-0.06	          1.32	14.07	14.56	13.98	14.07	  1269.98	94657024	  0.83	综合类	黑龙江	4.12	14.35	32346	33638	  0.96	215	
600721	*ST百花	-0.63	18.81	-0.12	18.77	18.80	5780	13	-0.21	          0.23	18.93	19.00	18.70	18.93	--  	10885848	  0.59	焦炭加工	新疆	1.58	18.83	3442	2338	  1.47	19	
600725	*ST云维	4.99	5.47	0.26	5.47	--  	51995	50	0.00	          0.84	5.23	5.47	5.17	5.21	--  	28041478	  0.77	焦炭加工	云南	5.76	5.39	19927	32067	  0.62	10120	
600760	*ST黑豹	2.44	9.24	0.22	9.24	9.25	94763	5	0.21	          2.75	9.02	9.47	8.96	9.02	--  	87765736	  1.11	汽车整车	山东	5.65	9.26	42085	52677	  0.80	8	
600793	ST宜纸	3.72	22.87	0.82	22.86	22.88	33651	7	-0.08	          3.20	22.38	22.93	22.10	22.05	--  	75579328	  1.25	造纸	四川	3.76	22.46	14702	18948	  0.78	6	
600806	*ST昆机	0.00	6.43	0.00	6.42	6.43	38226	4	0.15	          0.98	6.40	6.46	6.34	6.43	--  	24498354	  0.69	机床制造	云南	1.87	6.41	19948	18278	  1.09	67	
600817	*ST宏盛	0.00	15.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	15.38	--  	0	  0.00	半导体	上海	0.00	15.38	0	0	--  	0	
600866	*ST星湖	0.49	6.19	0.03	6.19	6.20	58282	10	0.16	          1.06	6.14	6.25	6.14	6.16	--  	36058864	  1.17	食品	广东	1.79	6.19	32883	25399	  1.29	132	
601918	*ST新集	-0.26	3.86	-0.01	3.86	3.87	272064	119	0.00	          1.05	3.90	3.90	3.85	3.87	--  	105432536	  0.81	煤炭开采	安徽	1.29	3.88	173611	98453	  1.76	1700	
600710	*ST常林	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	--  	--  	--  	  0.00	工程机械	江苏	--  	0.00	0	0	--  	0	
600732	*ST新梅	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	--  	--  	--  	  0.00	区域地产	上海	--  	0.00	0	0	--  	0	
